index,source_id,ra_2026p10_deg,dec_2026p10_deg,xpix,ypix,ra_gaia2016_deg,dec_gaia2016_deg,pmra_masyr,pmdec_masyr,Gmag,BPmag,RPmag
1,2815909137694870400,344.5220027509,13.7677128705,2928.894,1468.024,344.5219808192,13.7677105379,7.13433,0.78123,10.0597,11.3987,8.9256
2,2816045511496050816,345.3217299328,14.3086101244,136.426,3416.239,345.3217322969,14.3086062023,-0.76722,1.31361,10.3358,10.9199,9.6161
3,2815890514716004096,344.6155071759,13.5612294627,2602.655,724.293,344.6155684833,13.5612873914,-19.96067,-19.40154,10.4927,10.7984,10.0284
4,2815920923084520832,345.0452505607,13.7906508929,1099.376,1550.135,345.0452681476,13.7906603278,-5.72043,-3.15994,10.5458,11.5097,9.5735
5,2815889105966732160,344.6392831834,13.5304846200,2519.541,613.534,344.6391181567,13.5303906838,53.73688,31.46122,10.8652,11.1610,10.4056
6,2816022181234056576,345.0815181009,14.0003093500,973.321,2305.027,345.0814081562,14.0003374845,35.72896,-9.42284,10.8828,nan,nan
7,2815144461717109376,345.2689018728,13.5055305955,315.599,524.676,345.2689062768,13.5055647981,-1.43421,-11.45516,10.9027,11.2444,10.3920
8,2815938137313435136,344.8927193999,13.9386459500,1632.768,2082.642,344.8926833281,13.9386570504,11.72545,-3.71777,11.0493,11.5977,10.3489
9,2815908553578639360,344.4472928970,13.7685038933,3190.127,1471.262,344.4472074076,13.7684928004,27.80946,3.71527,11.0692,11.3762,10.5955
10,2816046297474410368,345.2866672261,14.3248634040,258.855,3474.514,345.2867411395,14.3248620339,-23.98548,0.45888,11.1232,11.4323,10.6456
11,2815910477723987712,344.5715833644,13.8250298025,2755.292,1674.152,344.5715493799,13.8250124301,11.05238,5.81837,11.2040,11.5035,10.7436
12,2815135425105863296,344.9012417791,13.4705386031,1602.595,397.440,344.9012367204,13.4705795250,1.64766,-13.70559,11.2552,11.5507,10.7965
13,2815142949888621824,345.1436801103,13.4346366279,753.638,268.797,345.1436753089,13.4346656137,1.56407,-9.70796,11.3531,11.9325,10.6324
14,2815879004203625728,344.5859426783,13.3877572887,2706.800,99.863,344.5859121225,13.3877743217,9.95568,-5.70471,11.4182,11.9672,10.7133
15,2816087224218343040,344.8841885750,14.2275343829,1662.746,3122.653,344.8842018444,14.2275791487,-4.30789,-14.99301,11.4287,11.7462,10.9452
16,2815912161351212288,344.8557333216,13.6291016851,1761.948,968.262,344.8557573025,13.6291608008,-7.80553,-19.79909,11.5695,11.9401,10.9933
17,2815930195918218496,344.7070059146,13.8214099632,2281.895,1660.715,344.7069494095,13.8215104263,18.37678,-33.64719,11.5794,11.9278,11.0440
18,2815265682873791872,345.3019863566,13.8715152893,202.298,1842.482,345.3020853622,13.8715820394,-32.19199,-22.35601,11.5832,11.8764,11.1259
19,2815903743215272320,344.5471051628,13.6495194849,2841.649,1042.406,344.5471090537,13.6496136190,-1.26636,-31.52750,11.5955,11.9663,11.0612
20,2815887387979851008,344.8685149289,13.5564541618,1717.204,706.729,344.8684783565,13.5564462625,11.90762,2.64565,11.6251,12.0344,11.0476
21,2815981774181099648,344.5743205643,13.9021129124,2745.409,1951.643,344.5743703489,13.9021436106,-16.18551,-10.28146,11.7457,12.1217,11.1813
22,2815989225948713344,344.4791839270,14.0913305657,3076.836,2633.287,344.4792076082,14.0913567509,-7.69266,-8.76997,11.8536,12.4039,11.1584
23,2815880275513935232,344.4476136826,13.3652713629,3191.417,19.548,344.4475760670,13.3653876212,12.25707,-38.93734,11.8856,12.2833,11.3208
24,2815984522960187392,344.5755458310,13.9955362711,2740.748,2287.967,344.5753480926,13.9953957834,64.26075,47.05231,11.8918,12.4028,11.2260
25,2815990050582454656,344.7130362358,14.0389225263,2260.383,2443.752,344.7130060011,14.0389501435,9.82379,-9.24957,11.9785,12.3328,11.4481
26,2815981842900575360,344.5651109264,13.9220469088,2777.509,2023.444,344.5651195086,13.9220823303,-2.78995,-11.86341,11.9785,12.2427,11.5601
27,2815161774729479168,345.1243342006,13.6439878181,822.261,1022.414,345.1243122547,13.6440092403,7.14272,-7.17474,12.1305,12.7192,11.4001
28,2815883501033772032,344.5132336475,13.4648728093,2961.069,377.803,344.5131662683,13.4649052033,21.94644,-10.84943,12.1487,12.5216,11.6086
29,2815995823018478208,344.5602985333,14.1743320464,2793.244,2931.711,344.5599161458,14.1742431763,124.17058,29.76458,12.1536,12.5145,11.6246
30,2816010735144928000,344.6356195162,14.3310107643,2529.842,3495.507,344.6356310330,14.3310404545,-3.73718,-9.94387,12.1552,12.4862,11.6614
31,2816043656070165632,345.2675686626,14.2551362994,325.034,3223.352,345.2675508565,14.2551380053,5.78000,-0.57136,12.1891,12.6234,11.5913
32,2816089418946063744,344.9844082202,14.3032400141,1313.172,3395.342,344.9843564601,14.3033316129,16.79817,-30.67835,12.2133,12.6668,11.5945
33,2816047229482908672,345.1588950781,14.2573962241,704.247,3230.888,345.1588867138,14.2574359897,2.71508,-13.31831,12.2335,12.5196,11.7881
34,2815988435674731520,344.5608157780,14.0681337150,2791.893,2549.383,344.5608113728,14.0681367838,1.43116,-1.02781,12.2359,12.3794,11.9807
35,2815983629607005824,344.6254068421,13.9804339903,2566.623,2233.418,344.6254284432,13.9804490290,-7.02038,-5.03679,12.2613,12.5161,11.8512
36,2815132229650196736,344.9481603951,13.4425161376,1438.287,296.607,344.9480858569,13.4424565594,24.28047,19.95398,12.2618,12.8191,11.5450
37,2815151745981678336,345.3180954627,13.5855222473,143.956,812.978,345.3181761583,13.5856155132,-26.27047,-31.23671,12.2686,12.7109,11.6592
38,2815136387178536192,344.9034646271,13.5021363917,1594.840,511.199,344.9033447345,13.5021118473,39.04471,8.22045,12.2745,12.7144,11.6755
39,2816002832405105024,344.4807777101,14.2021132761,3070.663,3032.114,344.4808097496,14.2022346266,-10.40275,-40.64284,12.3024,12.9481,11.5357
40,2816035371077618048,344.9890174749,14.0854759378,1296.620,2611.371,344.9890065989,14.0854767341,3.53307,-0.26671,12.3548,12.8464,11.7006
41,2816022932852329216,345.1318446548,14.0713217558,797.830,2560.871,345.1317651436,14.0713033267,25.83093,6.17232,12.3585,12.7051,11.8430
42,2815130644806521984,344.9805217376,13.3771755639,1324.841,61.421,344.9805305547,13.3772242700,-2.87290,-16.31268,12.3594,12.7390,11.8090
43,2815264549002426624,345.3370852002,13.8261474844,79.283,1679.396,345.3370651003,13.8261846882,6.53684,-12.46032,12.4558,12.8917,11.8556
44,2815945245484518272,344.8350927965,14.0939608247,1834.093,2641.764,344.8351292299,14.0939815455,-11.83498,-6.93984,12.4584,12.6610,12.1147
45,2816040563693645568,344.9672960701,14.2397738122,1372.751,3166.818,344.9673768828,14.2398308369,-26.23428,-19.09878,12.4607,12.7571,11.9956
46,2816022451815992576,345.1453420334,14.0201830871,750.465,2376.827,345.1453585837,14.0201936164,-5.37791,-3.52649,12.4715,12.7077,12.0795
47,2815151024427173888,345.3558071396,13.5739795132,11.894,771.688,345.3558382343,13.5739880110,-10.12337,-2.84609,12.4759,12.8430,11.9411
48,2815890854017780608,344.5898826051,13.5922774072,2692.215,836.159,344.5898950014,13.5923338335,-4.03551,-18.89834,12.5473,12.8534,12.0780
