index,source_id,ra_2026p10_deg,dec_2026p10_deg,ra_2026p10_hms,dec_2026p10_dms,xpix,ypix,ra_gaia2016_deg,dec_gaia2016_deg,pmra_masyr,pmdec_masyr,Gmag,BPmag,RPmag,parallax_mas,radial_velocity_kms
1,2542178502415585280,5.9772884383,-0.7764174172,00:23:54.5,-00:46:35.1,756.368,2019.333,5.9772351726,-0.7763884101,17.83818,-9.71511,13.0050,13.3231,12.5229,2.35527,9.04613
2,2543764719736945920,5.9418804827,-0.1705250216,00:23:46.1,-00:10:13.9,883.657,4200.665,5.9419421113,-0.1704718302,-20.64061,-17.81492,13.0083,13.4369,12.4142,1.41366,-41.46781
3,2542115830251943040,5.1417759290,-0.9634731294,00:20:34.0,-00:57:48.5,3763.925,1345.888,5.1417199100,-0.9634396306,18.75927,-11.21946,13.0085,13.3370,12.5211,1.59743,-6.60958
4,2541857788616942208,5.6413870485,-1.3053326927,00:22:33.9,-01:18:19.2,1965.547,115.233,5.6412630253,-1.3053092807,41.52718,-7.84117,13.0508,13.3852,12.5448,2.43054,-25.53428
5,2542119163146586880,5.2053074922,-0.8409353517,00:20:49.3,-00:50:27.4,3535.267,1787.065,5.2053000197,-0.8409310103,2.50243,-1.45404,13.0724,13.5395,12.4423,0.29265,-31.38159
6,2542210869289116800,5.9027651055,-0.3777984025,00:23:36.7,-00:22:40.1,1024.536,3454.422,5.9027737635,-0.3777756553,-2.89969,-7.61853,13.0991,13.4937,12.5407,2.82382,-14.94561
7,2542063500370413440,5.2194280966,-1.1169668346,00:20:52.7,-01:07:01.1,3484.354,793.316,5.2193738732,-1.1169621609,18.15711,-1.56530,13.1399,13.4479,12.6681,1.77263,5.03591
8,2542228392755608960,5.3848406441,-0.5271514727,00:21:32.4,-00:31:37.7,2889.051,2916.746,5.3848444576,-0.5271368420,-1.27716,-4.90014,13.1455,13.2194,13.0149,0.28306,nan
9,2542181766590727296,5.9140456069,-0.7304837424,00:23:39.4,-00:43:49.7,984.019,2184.716,5.9140832224,-0.7304635806,-12.59719,-6.75261,13.1517,13.4652,12.6744,1.81029,-13.93258
10,2542123385098436480,5.0717031538,-0.7961025546,00:20:17.2,-00:47:46.0,4016.241,1948.415,5.0717297843,-0.7960563313,-8.91825,-15.48115,13.1765,13.6289,12.4792,2.60345,14.12298
11,2542143038868733056,5.6430757603,-1.0896409337,00:22:34.3,-01:05:22.7,1959.460,891.775,5.6429845595,-1.0895139833,30.53953,-42.51835,13.1767,13.7075,12.4930,3.08771,11.49655
12,2542213240110970752,5.2283508275,-0.7932504390,00:20:54.8,-00:47:35.7,3452.331,1958.742,5.2283422842,-0.7932475753,2.86106,-0.95913,13.1825,13.4532,12.7509,1.33694,-16.13257
13,2542055838148759552,5.1438593043,-1.2299656035,00:20:34.5,-01:13:47.9,3756.329,386.447,5.1438410954,-1.2299542985,6.09714,-3.78629,13.2162,13.6898,12.5822,0.81534,-12.21872
14,2542263405329076480,5.7531128663,-0.2384014748,00:23:00.7,-00:14:18.2,1563.275,3956.297,5.7530813527,-0.2383722258,10.55448,-9.79608,13.2164,13.5615,12.7002,1.71587,10.59590
15,2542270930111702656,5.3490744994,-0.2355421934,00:21:23.8,-00:14:08.0,3017.862,3966.587,5.3490978682,-0.2355135875,-7.82664,-9.58071,13.2207,13.5267,12.7457,1.46866,12.06401
16,2542235986257762560,5.1309047384,-0.5632651371,00:20:31.4,-00:33:47.8,3803.206,2786.683,5.1308793271,-0.5632572195,8.51037,-2.65177,13.2474,13.7367,12.6003,0.55783,52.95761
17,2541989764372394112,6.1727047232,-0.8437823286,00:24:41.4,-00:50:37.6,52.915,1776.725,6.1726527421,-0.8438081351,17.40766,8.64313,13.2624,13.7200,12.6419,3.34050,-1.53558
18,2542044190197465344,5.2946365672,-1.2251414122,00:21:10.7,-01:13:30.5,3213.615,403.891,5.2947304931,-1.2250222534,-31.45058,-39.90879,13.2632,13.6729,12.6920,2.42222,-13.70491
19,2541958600089647488,5.9784238284,-1.0767676836,00:23:54.8,-01:04:36.4,752.376,938.032,5.9783676888,-1.0767482767,18.79903,-6.49979,13.2656,13.5360,12.8356,1.29961,5.37568
20,2545277304139703424,5.2054849326,-0.1842649457,00:20:49.3,-00:11:03.4,3534.832,4151.193,5.2053996402,-0.1842710030,28.56606,2.02872,13.2739,13.5919,12.7877,1.21287,-7.26507
21,2541984713490829952,6.1840319056,-0.9407770917,00:24:44.2,-00:56:26.8,12.184,1427.516,6.1839809971,-0.9408175149,17.04803,13.53861,13.2826,13.7647,12.6445,3.25110,6.56123
22,2542176440831285120,5.9766749298,-0.8802685704,00:23:54.4,-00:52:49.0,758.610,1645.459,5.9766430346,-0.8802723056,10.68114,1.25098,13.2966,13.6236,12.8031,1.90954,22.25785
23,2545277372859179648,5.1697810396,-0.1831127723,00:20:40.7,-00:10:59.2,3663.378,4155.339,5.1698287155,-0.1830188156,-15.96756,-31.46811,13.3081,13.6505,12.7969,1.83405,-19.27807
24,2545247754764672640,5.0298479186,-0.3574348702,00:20:07.2,-00:21:26.8,4167.116,3527.694,5.0298790135,-0.3573989439,-10.41412,-12.03249,13.3118,13.5760,12.8924,0.66897,-47.55696
25,2542264470480893312,5.4471234212,-0.4297097992,00:21:47.3,-00:25:47.0,2664.850,3267.551,5.4471245964,-0.4296886085,-0.39360,-7.09720,13.3123,13.6434,12.8138,2.09051,17.95092
26,2542272545019443712,5.4172658985,-0.2070479628,00:21:40.1,-00:12:25.4,2772.367,4069.179,5.4172042314,-0.2070356613,20.65348,-4.12000,13.3170,13.8006,12.6792,3.34041,-5.48026
27,2542275534316718720,5.7380703545,-0.1968172964,00:22:57.1,-00:11:48.5,1617.425,4106.013,5.7380184074,-0.1967776456,17.39805,-13.27990,13.3253,13.6351,12.8465,1.85670,7.50094
28,2542108958304271232,5.0702308603,-1.0499602282,00:20:16.9,-01:02:59.9,4021.434,1034.478,5.0702107529,-1.0499410105,6.73325,-6.43642,13.3571,13.7884,12.7594,0.89431,22.36951
29,2542263233530384256,5.8266803538,-0.2038763546,00:23:18.4,-00:12:14.0,1298.414,4080.594,5.8266874703,-0.2037876943,-2.38344,-29.69420,13.3627,13.6616,12.8882,1.57310,14.72020
30,2542276565108867968,5.6524204102,-0.1689091049,00:22:36.6,-00:10:08.1,1925.776,4206.494,5.6524088756,-0.1689086007,3.86318,-0.16886,13.3813,13.6796,12.9198,1.52348,-37.54676
31,2542116139489587840,5.0866285855,-0.9757601166,00:20:20.8,-00:58:32.7,3962.437,1301.624,5.0866214620,-0.9757467804,2.38547,-4.46656,13.3874,13.9144,12.7056,0.31505,1.62949
32,2542135552741760384,5.0169450505,-0.7411516733,00:20:04.1,-00:44:28.1,4213.394,2146.222,5.0169322454,-0.7410867897,4.28833,-21.73089,13.4150,13.8662,12.8026,3.21435,-10.11925
33,2542053742204720384,5.1137617586,-1.2909014550,00:20:27.3,-01:17:27.2,3864.643,167.034,5.1137423579,-1.2908466566,6.49603,-18.35314,13.4238,13.7518,12.9270,1.24643,7.50165
34,2542056692846268416,5.1452034017,-1.1966243963,00:20:34.8,-01:11:47.8,3751.503,506.488,5.1451833930,-1.1965890196,6.69988,-11.84841,13.4253,13.7851,12.8950,1.98209,2.64270
35,2542222139283229056,5.4416344421,-0.6497154518,00:21:46.0,-00:38:59.0,2684.584,2475.517,5.4416541857,-0.6497136771,-6.61213,-0.59439,13.4370,13.7065,13.0099,1.11472,-15.58344
36,2542068654331180928,5.1841875850,-0.9770918053,00:20:44.2,-00:58:37.5,3611.250,1296.877,5.1840188555,-0.9770716366,56.50284,-6.75491,13.4652,14.6138,12.3977,9.05188,nan
37,2542160394833366016,5.4159330900,-0.9460991014,00:21:39.8,-00:56:46.0,2777.063,1408.525,5.4159054557,-0.9460533205,9.25407,-15.33298,13.4828,13.8192,12.9821,1.59549,-2.51423
38,2545275757951488512,5.3750472222,-0.1496238383,00:21:30.0,-00:08:58.6,2924.371,4275.925,5.3750090037,-0.1496783150,12.80013,18.24538,13.4982,13.8694,12.9651,1.97006,-3.14253
39,2542172214583385856,5.5720771656,-0.7770131572,00:22:17.3,-00:46:37.2,2215.017,2017.253,5.5719612530,-0.7770252804,38.81800,4.06030,13.5349,13.9017,13.0004,2.08628,-12.32577
40,2542198224905401600,5.8600555434,-0.5554072656,00:23:26.4,-00:33:19.5,1178.334,2815.013,5.8600686343,-0.5553967215,-4.38421,-3.53145,13.5404,14.2589,12.6863,3.50689,14.20303
41,2542199118258564096,5.7841254030,-0.6032281563,00:23:08.2,-00:36:11.6,1451.683,2642.867,5.7841253263,-0.6031983005,0.02569,-9.99933,13.5524,13.8878,13.0586,1.28192,-8.92170
42,2542045736385704832,5.4274207386,-1.2831079342,00:21:42.6,-01:16:59.2,2735.668,195.234,5.4274153399,-1.2831363809,1.80769,9.52739,13.5570,13.8915,13.0543,1.51212,26.50733
43,2541990554646384512,6.1869216738,-0.7966038890,00:24:44.9,-00:47:47.8,1.711,1946.569,6.1869048006,-0.7965446720,5.65064,-19.83301,13.5644,14.0474,12.9257,2.84763,10.38727
44,2541859678402551168,5.6387391290,-1.2062121335,00:22:33.3,-01:12:22.4,1975.074,472.097,5.6387139969,-1.2062034501,8.41541,-2.90823,13.5935,13.9123,13.1112,1.74323,12.65996
45,2542222517240350592,5.4592585568,-0.6133485406,00:21:50.2,-00:36:48.1,2621.145,2606.440,5.4591740663,-0.6132587024,28.29603,-30.08872,13.6046,14.1205,12.9362,3.35931,70.75997
46,2541949529118713984,5.8157462368,-1.2385968303,00:23:15.8,-01:14:18.9,1337.970,355.470,5.8156803005,-1.2386525432,22.07831,18.65941,13.6059,14.0038,13.0447,2.31759,15.49081
47,2542236639092790272,5.1212409859,-0.5262536986,00:20:29.1,-00:31:34.5,3838.010,2919.927,5.1212403009,-0.5262197505,0.22940,-11.36993,13.6106,14.2311,12.8604,2.95333,-20.72255
48,2541952999452285184,5.7478368972,-1.1972981896,00:22:59.5,-01:11:50.3,1582.393,504.174,5.7478232269,-1.1973053710,4.57750,2.40520,13.6134,13.8790,13.1889,0.95653,-29.82755
49,2542205062493355776,6.0701136258,-0.5016761734,00:24:16.8,-00:30:06.0,422.102,3008.407,6.0700647336,-0.5016246895,16.37437,-17.24306,13.6136,13.9832,13.0720,2.32437,-94.46744
50,2545246723972523008,5.1039406065,-0.3894524372,00:20:24.9,-00:23:22.0,3900.347,3412.437,5.1039593109,-0.3894458284,-6.26437,-2.21341,13.6676,13.9902,13.1785,0.93411,-33.40952
51,2542147647370461696,5.5048007117,-1.0124856087,00:22:01.2,-01:00:44.9,2457.175,1169.540,5.5047945339,-1.0124941379,2.06875,2.85663,13.6683,13.9713,13.2028,0.89528,-13.45799
52,2541855039837873024,5.7174071339,-1.3072389702,00:22:52.2,-01:18:26.1,1691.932,108.360,5.7174299224,-1.3072195721,-7.63037,-6.49685,13.6787,13.9674,13.2337,0.70999,-19.19772
53,2542202897829821440,5.9752668535,-0.5790885321,00:23:54.1,-00:34:44.7,763.584,2729.735,5.9752565560,-0.5790585965,3.44868,-10.02607,13.6808,14.1157,13.0835,1.31084,3.51375
54,2541960111918151040,6.0050997762,-1.0555938065,00:24:01.2,-01:03:20.1,656.346,1014.250,6.0050699302,-1.0555622818,9.99436,-10.55828,13.6992,14.0222,13.2107,1.41296,-49.58969
55,2542123183235949568,5.0841250596,-0.7974954226,00:20:20.2,-00:47:51.0,3971.522,1943.406,5.0841477920,-0.7974528695,-7.61282,-14.25191,13.7032,14.1671,13.0832,2.50943,14.25083
56,2541965231519172224,5.9852486974,-0.9172350608,00:23:56.5,-00:55:02.0,727.758,1512.372,5.9852573272,-0.9171333605,-2.88994,-34.06155,13.7483,14.0942,13.2390,1.64964,4.56614
57,2542119231866063360,5.1817615086,-0.8336849786,00:20:43.6,-00:50:01.3,3620.030,1813.159,5.1817698203,-0.8336720824,-2.78348,-4.31920,13.7515,14.2374,13.1086,0.67651,-12.41364
58,2541961589386884992,5.9256371075,-1.0557304480,00:23:42.2,-01:03:20.6,942.380,1013.792,5.9256253732,-1.0556502375,3.92940,-26.86417,13.7536,14.0830,13.2538,1.63785,-60.21132
59,2542115417935083904,5.1460803384,-1.0000165245,00:20:35.1,-01:00:00.1,3748.417,1214.327,5.1460403680,-1.0000329764,13.38486,5.51011,13.7559,14.1445,12.3859,5.22205,nan
60,2542210938008592640,5.9301133516,-0.3586181665,00:23:43.2,-00:21:31.0,926.074,3523.471,5.9300921228,-0.3585794753,7.10983,-12.95847,13.7645,14.0520,13.3121,1.39974,2.35346
61,2542171011992581760,5.6565323918,-0.7683331803,00:22:37.6,-00:46:06.0,1911.006,2048.499,5.6565767634,-0.7682117627,-14.85965,-40.66531,13.7822,14.8823,12.7404,9.79079,7.54938
62,2542257564173555968,5.7896170528,-0.3317635086,00:23:09.5,-00:19:54.3,1431.870,3620.168,5.7896157199,-0.3317233059,0.44639,-13.46474,13.7924,14.1115,13.3091,0.89794,8.18309
63,2542221761326107136,5.4296362906,-0.6639629744,00:21:43.1,-00:39:50.3,2727.773,2424.224,5.4295980620,-0.6639342093,12.80269,-9.63402,13.8008,14.1128,13.3213,0.97397,-30.09893
64,2545278231852638208,5.1323754761,-0.1723401289,00:20:31.8,-00:10:20.4,3798.055,4194.122,5.1324070607,-0.1723596494,-10.57828,6.53782,13.8167,14.3023,13.1732,3.09904,-8.06565
65,2541953171250976512,5.7520788171,-1.1781604763,00:23:00.5,-01:10:41.4,1567.122,573.074,5.7520520497,-1.1781602315,8.96307,-0.08200,13.8298,14.2536,13.2380,1.60588,-47.85514
66,2541943928481394048,6.1273608148,-1.2127975231,00:24:30.6,-01:12:46.1,216.312,448.196,6.1274151971,-1.2127649088,-18.20971,-10.92319,13.8303,14.1382,13.3551,1.30409,-52.20297
67,2542241758693831040,5.3324401941,-0.4275874885,00:21:19.8,-00:25:39.3,3077.709,3275.181,5.3325146808,-0.4276397583,-24.94646,17.50627,13.8317,15.1477,12.7000,20.99440,11.28429
68,2542172145863909376,5.5454407895,-0.7918815972,00:22:10.9,-00:47:30.8,2310.899,1963.725,5.5453953014,-0.7918278683,15.23345,-17.99495,13.8402,14.1703,13.3397,0.95358,16.74761
69,2542117239001239552,5.2146064503,-0.9275423117,00:20:51.5,-00:55:39.2,3501.767,1475.274,5.2145739706,-0.9275078718,10.87672,-11.53464,13.8659,14.3301,13.2321,0.25456,-25.35421
70,2542228633273776896,5.3953652039,-0.4935488477,00:21:34.9,-00:29:36.8,2851.168,3037.719,5.3952596494,-0.4935742689,35.35111,8.51410,13.8744,14.5102,13.0910,3.36740,11.90949
71,2541937984246631424,5.9490672650,-1.2788240333,00:23:47.8,-01:16:43.8,858.107,210.584,5.9490435534,-1.2787926717,7.93954,-10.50367,13.8825,14.3945,13.2215,0.18975,-140.38698
72,2542060889030296960,5.1490002366,-1.1032453028,00:20:35.8,-01:06:11.7,3737.869,842.683,5.1489545183,-1.1031994692,15.30918,-15.35063,13.8903,14.2104,13.4050,1.06672,-8.97820
73,2542242789485956736,5.1654983635,-0.4722946569,00:20:39.7,-00:28:20.3,3678.698,3114.200,5.1654862896,-0.4722780151,4.04364,-5.57369,13.9113,14.2528,13.3920,1.33100,24.21889
74,2542055906868236672,5.1832675232,-1.2151196093,00:20:44.0,-01:12:54.4,3614.484,439.921,5.1831787334,-1.2150840860,29.73089,-11.89747,13.9134,14.5799,13.0789,4.35675,-50.47527
75,2542154244440263936,5.8500048977,-0.8599742822,00:23:24.0,-00:51:35.9,1214.580,1718.559,5.8500204672,-0.8599715397,-5.21398,-0.91851,13.9375,14.2121,13.4955,0.55445,-9.13813
76,2542121327810096768,5.0132700139,-0.8500200343,00:20:03.2,-00:51:00.1,4226.574,1754.274,5.0132044180,-0.8500570578,21.96705,12.39996,13.9707,14.4433,13.3315,2.29827,1.31807
77,2542219390504135552,5.2085854551,-0.6892532958,00:20:50.1,-00:41:21.3,3523.514,2333.134,5.2086341992,-0.6891825457,-16.32424,-23.69571,13.9777,14.3254,13.4656,1.29001,-17.22893
78,2541948532686309120,5.8715716931,-1.2579490846,00:23:29.2,-01:15:28.6,1137.038,285.776,5.8715716412,-1.2579045316,0.01739,-14.92171,13.9828,14.2850,13.5191,1.14058,-25.92480
79,2542056697142217984,5.1447911028,-1.1975712292,00:20:34.7,-01:11:51.3,3752.987,503.079,5.1447717734,-1.1975363476,6.47242,-11.68256,13.9933,14.4011,13.4053,1.93326,1.38008
80,2542201557800021888,5.8205299693,-0.5138195347,00:23:16.9,-00:30:49.8,1320.615,2964.738,5.8205650745,-0.5137772416,-11.75702,-14.16486,13.9951,14.3653,13.4529,1.87800,4.41085
81,2542170526659425280,5.7757304157,-0.7566932521,00:23:06.2,-00:45:24.1,1481.927,2090.390,5.7757086975,-0.7566713168,7.27323,-7.34662,14.0256,14.4566,13.4343,0.93214,-32.69160
82,2541859025567487872,5.5386781005,-1.2675393590,00:22:09.3,-01:16:03.1,2335.223,251.302,5.5387323623,-1.2674575344,-18.16897,-27.40477,14.0678,14.5451,13.4312,2.47881,-20.06727
83,2542145517066684416,5.7028708628,-0.9982711038,00:22:48.7,-00:59:53.8,1744.223,1220.710,5.7028206003,-0.9981675156,16.83141,-34.69387,14.0692,14.4524,13.4945,1.88365,-30.52789
84,2542041407058647424,5.1502975745,-1.3370247615,00:20:36.1,-01:20:13.3,3733.117,0.992,5.1503116182,-1.3370241176,-4.70226,-0.21566,14.0800,14.4034,13.5845,0.69381,6.39504
85,2542044671233816448,5.4779455676,-1.3039275810,00:21:54.7,-01:18:14.1,2553.814,120.286,5.4778994400,-1.3039023903,15.44510,-8.43689,14.1020,14.4252,13.6099,0.90436,15.95818
86,2541983201662366080,6.1290555788,-1.0149809189,00:24:31.0,-01:00:53.9,210.125,1160.398,6.1290455879,-1.0150115466,3.34564,10.25784,14.1212,14.4653,13.6093,1.70320,-22.84063
87,2542247977806519040,5.5726913980,-0.5392932035,00:22:17.4,-00:32:21.5,2212.809,2873.047,5.5726204172,-0.5392439811,23.77192,-16.48559,14.1212,14.4507,13.6230,1.17904,19.66997
88,2542266944382093312,5.5029528886,-0.3279911382,00:22:00.7,-00:19:40.8,2463.873,3633.756,5.5030118387,-0.3279250823,-19.74330,-22.12352,14.1227,14.5243,13.5573,1.91672,4.44973
89,2542049859554307072,5.4078969075,-1.1914003560,00:21:37.9,-01:11:29.0,2805.954,525.403,5.4078010005,-1.1913206728,32.11432,-26.68755,14.1230,14.7721,13.3465,3.54868,15.87813
90,2542042128613152384,5.1615647307,-1.2913317762,00:20:38.8,-01:17:28.8,3692.577,165.515,5.1615609252,-1.2913154862,1.27421,-5.45588,14.1245,14.7743,13.3523,3.74264,13.45684
91,2542163899526678784,5.4011458526,-0.8996169587,00:21:36.3,-00:53:58.6,2830.297,1575.860,5.4011400022,-0.8995887242,1.95918,-9.45631,14.1277,14.5369,13.5582,1.80697,4.68022
92,2542203928621983360,5.9318646666,-0.5565874507,00:23:43.6,-00:33:23.7,919.825,2810.751,5.9318592810,-0.5565578692,1.80366,-9.90747,14.1389,14.4981,13.6153,1.18357,0.84480
93,2542153488526020736,5.8603113382,-0.9075752309,00:23:26.5,-00:54:27.3,1177.491,1547.190,5.8603073247,-0.9075878536,1.34405,4.22764,14.1460,14.6461,13.4907,0.59240,16.88506
94,2542237429366770048,5.0498458525,-0.4903958045,00:20:12.0,-00:29:25.4,4095.059,3049.003,5.0497996696,-0.4903031044,15.46704,-31.04724,14.1475,14.8779,13.3200,3.71632,-41.31224
95,2542051130864627456,5.4644197955,-1.1808840362,00:21:51.5,-01:10:51.2,2602.509,563.276,5.4643908268,-1.1808532926,9.70017,-10.29666,14.1486,14.4716,13.6523,1.23245,-80.40440
96,2541989798732106240,6.1319065931,-0.8661833087,00:24:31.7,-00:51:58.3,199.796,1696.099,6.1319000134,-0.8661567770,2.20344,-8.88605,14.1707,14.4571,13.7197,0.98121,-24.82911
97,2545238168397639040,4.9896519327,-0.5392041082,00:19:57.5,-00:32:21.1,4311.749,2873.262,4.9896353701,-0.5391945486,5.54690,-3.20171,14.2006,14.5333,13.7008,0.87549,-18.81152
98,2542121052932172160,5.0277278163,-0.8670256077,00:20:06.7,-00:52:01.3,4174.518,1693.058,5.0277009671,-0.8670128607,8.99135,-4.26922,14.2130,14.6352,13.6210,1.66450,2.12452
99,2543695244345971072,6.1692769663,-0.4394906421,00:24:40.6,-00:26:22.2,65.064,3232.262,6.1692928437,-0.4394813565,-5.31755,-3.10995,14.2228,14.5569,13.7254,1.16772,0.48720
100,2542176062874118656,5.6556337457,-0.6285561938,00:22:37.4,-00:37:42.8,1914.233,2551.697,5.6556207633,-0.6285353048,4.34782,-6.99615,14.2282,14.6053,13.6804,0.70696,-51.66132
101,2542151839258579200,5.8244976359,-0.9375663992,00:23:17.9,-00:56:15.2,1306.413,1439.229,5.8244589118,-0.9374863451,12.96781,-26.81181,14.2463,14.8171,13.5342,2.33487,-27.35485
102,2543712011898293120,6.1062730171,-0.3039947857,00:24:25.5,-00:18:14.4,291.839,3720.104,6.1062886104,-0.3039933240,-5.22244,-0.48954,14.2486,14.6758,13.6647,1.65451,-1.80555
103,2542159845077579520,5.5066082458,-0.9487388177,00:22:01.6,-00:56:55.5,2450.673,1399.033,5.5066036024,-0.9487091281,1.55496,-9.94369,14.2492,14.6167,13.7202,1.16780,-23.28858
104,2541965197159460736,5.9848942998,-0.9246494218,00:23:56.4,-00:55:28.7,729.036,1485.680,5.9848605394,-0.9246388403,11.30562,-3.54396,14.2541,14.6665,13.6803,1.55920,13.76114
105,2541987599709180928,6.0466368026,-0.9368163228,00:24:11.2,-00:56:12.5,506.783,1441.850,6.0466106444,-0.9368094604,8.75976,-2.29834,14.2570,14.5883,13.5087,1.90720,-1.11462
106,2541960111918150912,5.9982871885,-1.0531005330,00:23:59.6,-01:03:11.2,680.868,1023.229,5.9982710271,-1.0530871543,5.41187,-4.48079,14.2637,14.5791,13.7881,1.13311,-6.08123
107,2542272888616827264,5.4652321965,-0.1807154312,00:21:51.7,-00:10:50.6,2599.683,4163.986,5.4652496334,-0.1806872149,-5.83996,-9.45023,14.2652,14.6248,13.7394,1.37296,-22.86166
108,2543709056960793728,6.1566797010,-0.3152568594,00:24:37.6,-00:18:54.9,110.361,3679.547,6.1566765192,-0.3152264387,1.06562,-10.18852,14.2661,14.5686,13.7955,0.80355,-31.92740
109,2542278008217844864,5.5382726876,-0.1722674858,00:22:09.2,-00:10:20.2,2336.726,4194.403,5.5382302417,-0.1722115018,14.21599,-18.75021,14.2665,14.6036,13.7617,1.21951,-26.05523
110,2541936919094743552,6.0060005227,-1.3019732468,00:24:01.4,-01:18:07.1,653.187,127.206,6.0059052198,-1.3018651975,31.91068,-36.18799,14.2746,14.9666,13.4750,3.34253,-12.88738
111,2542209391820366464,5.8804412145,-0.3814264232,00:23:31.3,-00:22:53.1,1104.905,3441.363,5.8804529467,-0.3813596443,-3.92925,-22.36565,14.3018,15.0690,13.4491,4.18102,-18.35957
112,2542231897448898816,5.1672298083,-0.6163130562,00:20:40.1,-00:36:58.7,3672.416,2595.714,5.1670877077,-0.6162873015,47.58973,-8.62578,14.3025,14.6498,13.7912,1.10270,-81.14677
113,2541936919094743680,5.9996000892,-1.3052179426,00:24:00.0,-01:18:18.8,676.226,115.527,5.9996110734,-1.3051608068,-3.67788,-19.13597,14.3112,14.6452,13.8074,1.20305,-53.54362
114,2542191765274601600,6.0597495584,-0.5378857887,00:24:14.3,-00:32:16.4,459.428,2878.048,6.0596774514,-0.5378800848,24.14909,-1.91036,14.3338,14.8425,13.6729,2.31519,12.98505
115,2542159604559411456,5.5060691600,-0.9650857497,00:22:01.5,-00:57:54.3,2452.612,1340.183,5.5059972242,-0.9651020283,24.08941,5.45206,14.3366,15.0352,13.5298,3.87906,-12.64313
116,2541949322960281344,5.7473665669,-1.2571380625,00:22:59.4,-01:15:25.7,1584.094,288.734,5.7473853826,-1.2571137272,-6.30026,-8.15041,14.3990,14.7074,13.9274,0.85985,-2.61132
117,2542171660532765184,5.7463306567,-0.7100008116,00:22:59.1,-00:42:36.0,1587.752,2258.487,5.7461031952,-0.7099312322,76.17579,-23.30359,14.4000,15.8879,13.2055,13.97837,-21.63562
118,2542262271457711232,5.7870156750,-0.2776748730,00:23:08.9,-00:16:39.6,1441.226,3814.900,5.7870000980,-0.2775673728,5.21700,-36.00406,14.4098,14.6655,13.9845,0.85039,nan
119,2542256292863238272,5.8622447550,-0.3871035257,00:23:26.9,-00:23:13.6,1170.415,3420.927,5.8621719763,-0.3870209702,24.37457,-27.64959,14.4173,14.8332,13.8291,0.68389,47.64471
120,2542115417934236672,5.1460918066,-1.0001998031,00:20:35.1,-01:00:00.7,3748.376,1213.667,5.1460451501,-1.0002232659,15.62384,7.85820,14.4535,nan,nan,5.03838,nan
121,2541940526867282304,6.0971765750,-1.2541084264,00:24:23.3,-01:15:14.8,324.981,299.481,6.0971647478,-1.2541074974,3.96022,-0.31115,14.4615,14.7263,14.0340,0.69193,0.95641
122,2542210560051472640,5.9431471860,-0.3953084643,00:23:46.4,-00:23:43.1,879.161,3391.377,5.9431489892,-0.3952864398,-0.60391,-7.37646,14.4628,14.7641,13.9981,0.80273,0.97383
123,2542272132702919296,5.4160234891,-0.2404159278,00:21:39.8,-00:14:25.5,2776.835,3949.044,5.4160392357,-0.2403902963,-5.27382,-8.58451,14.4641,14.7802,13.9807,0.80129,0.36460
124,2542055116594254080,5.1294802189,-1.2375697359,00:20:31.1,-01:14:15.3,3808.084,359.061,5.1294365497,-1.2375381148,14.62232,-10.59059,14.4868,14.8275,13.9694,0.83868,-30.37787
125,2542256773899560832,5.7429441449,-0.3849642568,00:22:58.3,-00:23:05.9,1599.902,3428.640,5.7429501983,-0.3849757350,-2.02735,3.84428,14.4909,14.8757,13.7998,1.37773,-24.53935
126,2542189871192124032,6.0879988600,-0.6237617385,00:24:21.1,-00:37:25.5,357.762,2568.873,6.0879976903,-0.6237260003,0.39173,-11.96947,14.4984,14.8561,13.9683,0.91959,-33.14328
127,2541857204501355136,5.5737440241,-1.3098394288,00:22:17.7,-01:18:35.4,2209.011,99.009,5.5737390789,-1.3098327931,1.65582,-2.22244,14.5115,14.8215,14.0093,0.82327,-39.40963
128,2542051543181485568,5.4636737313,-1.1319623948,00:21:51.3,-01:07:55.1,2605.199,739.403,5.4636191355,-1.1319648810,18.28173,0.83268,14.5180,14.8440,14.0277,1.15556,28.30841
129,2542262374536926464,5.8404364096,-0.2620467149,00:23:21.7,-00:15:43.4,1248.901,3871.162,5.8404230381,-0.2620297683,4.47835,-5.67577,14.5263,14.8496,14.0341,1.04062,67.26283
130,2542210319533318400,5.9955795815,-0.3707099012,00:23:58.9,-00:22:14.6,690.389,3479.929,5.9956239962,-0.3706805734,-14.87510,-9.82249,14.5284,14.9432,13.9446,1.73860,-36.12847
131,2545277819535778176,5.2364235405,-0.1478093353,00:20:56.7,-00:08:52.1,3423.454,4282.451,5.2364105683,-0.1478051679,4.34463,-1.39576,14.5374,14.8928,14.0160,0.72998,-46.87568
132,2541858304013017472,5.7037734708,-1.2642104500,00:22:48.9,-01:15:51.2,1740.999,263.280,5.7037940055,-1.2640794407,-6.87584,-43.87778,14.5430,14.8204,14.1002,0.69063,-111.27831
133,2542068070215613184,5.1254143656,-1.0260837542,00:20:30.1,-01:01:33.9,3822.799,1120.470,5.1254094046,-1.0260715930,1.66127,-4.07304,14.5476,14.8968,14.0348,1.07866,-11.83933
134,2543713798604694912,6.1721675449,-0.2548761165,00:24:41.3,-00:15:17.6,54.570,3896.939,6.1721604496,-0.2548625211,2.37635,-4.55340,14.5612,15.0269,13.9192,0.08394,-77.49844
