field,source_id,RA,Dec,mag_nb,mag_bb,line_flux_erg_cm2_s,logL_Lya_erg_s,area_arcsec2,priority
j2259,17,344.73195020196937,13.42756628684386,24.872643,26.761875,4.192174822146229e-17,42.57754934971631,35.58063996767407,2
j2259,573,345.2431998543006,14.046685648490808,24.429882,25.95838,5.774172558262099e-17,42.716599722819325,35.54952271189733,2
j2259,644,345.0253907996626,14.213733172196587,23.625153,24.528318,9.059642312614554e-17,42.91222101586708,35.22824951253774,2
j2259,250,345.08276445857786,13.718537320002302,24.327684,26.182875,6.87809959929644e-17,42.79257842480142,34.90171443166996,2
j2259,277,345.15966414370894,13.748013669523107,24.681696,25.866451,4.026466115170025e-17,42.560034013034425,34.82421200332293,2
j2259,388,344.8222220212206,13.866010526674415,24.883255,26.998716,4.3176191829317307e-17,42.59035429901372,34.67963840513962,2
j2259,462,344.787362262705,13.955168117841708,24.082512,25.014557,6.065481755329487e-17,42.7379752651368,34.42361495454558,2
j2259,613,344.70831848670895,14.170721723408391,24.173326,25.0435,5.338150475181135e-17,42.68250077620021,34.39983107713899,2
j2259,410,345.16297553544985,13.90214980080068,24.238935,25.699268,6.739934801639899e-17,42.78376565984076,33.92807805122068,2
j2259,172,344.57062833208914,13.65990450417987,25.063095,28.09089,4.004129861008861e-17,42.55761811838044,33.65340261604372,2
j2259,576,344.56444959931247,14.048066443888324,23.858772,25.397882,9.801668008522055e-17,42.94640995288069,33.374917388154586,2
j2259,455,344.3520188230828,13.944815508171342,24.132215,25.076183,5.840621353793014e-17,42.72156901634295,33.22823610977693,2
j2259,286,345.1553757629127,13.76080523240604,24.111383,25.073784,6.026104530030393e-17,42.73514662516984,32.88364513853824,2
j2259,336,344.69145001775564,13.79900236848044,24.646065,25.80362,4.107428323995866e-17,42.56867995799568,32.7328342471425,2
j2259,593,344.8246847019437,14.06617385855802,24.52311,26.043291,5.285856539331228e-17,42.67822533640324,32.37357264420137,2
j2259,524,344.36730518837686,14.006334025647552,24.92095,26.745665,3.957484970626462e-17,42.55252923862084,32.28514760910668,2
j2259,36,344.5654121920708,13.44287211099638,24.69306,25.821737,3.8777553611447356e-17,42.543690371352895,31.91296372724311,2
j2259,155,345.2532717385812,13.64490032892873,24.118826,25.402353,7.059244538423155e-17,42.80386819090515,31.80292130491177,2
j2259,682,344.91993677887376,14.266260795090924,24.163277,26.03097,8.022864775134571e-17,42.85943943666593,31.725047388262134,2
j2259,366,344.834295553126,13.835444881359797,24.561277,25.837677,4.6828605799023036e-17,42.62562119238338,31.59075794009952,2
j2259,375,345.1657521757814,13.848352038949873,24.363281,26.430052,6.916892774189985e-17,42.79502100769619,31.457228778962484,2
j2259,705,344.78856206753824,14.303201999831415,23.716688,24.804342,9.330026245303466e-17,42.924992829822855,31.35802941142957,2
j2259,669,344.57127002474294,14.24678507519169,23.907557,25.15669,8.453576933231099e-17,42.88215047379069,31.294366475314405,2
j2259,15,344.69777556976874,13.42655613019069,24.554106,25.598404,4.212345119289358e-17,42.57963391031624,31.125738706042927,2
j2259,280,344.4877246006325,13.751766294724966,24.954988,26.472103,3.547824091559455e-17,42.50507204288385,30.41145954739447,2
j2259,49,344.6061170697906,13.460058048621104,24.04263,25.37218,7.711425934326115e-17,42.84224465609618,29.805210409922395,2
j2259,96,344.4935983850818,13.50985449157463,24.88862,27.307552,4.4704339914616166e-17,42.605459651062006,29.517012552266863,2
j2259,611,344.68887961099,14.1668777530489,24.061575,25.229012,7.070132288176416e-17,42.80453750429839,28.869788232496067,2
j2259,311,344.4933522826695,13.781574501644618,23.75918,24.605093,7.6734109829751e-17,42.840098423764886,28.801794232148744,2
j2259,443,344.6164090048159,13.931740835079632,23.632238,25.201628,1.2181944754865011e-16,43.04082659005091,28.59454298180324,2
j2259,509,344.4646537731379,13.999576259755496,25.012535,27.12904,3.8335549512495046e-17,42.53871165734258,27.78045704588153,2
j2259,486,344.93255291051213,13.981448925904624,25.105335,27.628553,3.702035638424433e-17,42.52355055967122,27.74362421926616,2
j2259,233,344.39580646492874,13.70288179315862,24.97454,26.561699,3.556015949097667e-17,42.50607366456508,27.628846867445155,2
j2259,285,344.9753622311628,13.759608326998144,24.611876,26.513834,5.3434548012152986e-17,42.68293210457392,27.52048417191511,2
j2259,468,344.748603404279,13.962589907713554,24.084732,25.698372,8.12892706799248e-17,42.8651431915263,27.26042281969534,2
j2259,158,345.0755238525545,13.64894435715158,24.158236,25.74739,7.546156729233774e-17,42.832835785406495,27.12088999661781,2
j2259,294,345.2059819671253,13.764742564171115,24.335524,25.815636,6.205454624144967e-17,42.74788356869869,26.968326835589416,2
j2259,345,345.2964578144454,13.805796667824682,24.8937,26.214539,3.5095238082818985e-17,42.50035815737852,26.845924779159493,2
j2259,566,344.5669390689278,14.04353610122188,23.307842,24.450985,1.3989455347867362e-16,43.10091077082025,26.74330659574167,2
j2259,343,344.524799523174,13.80499437302523,23.995043,24.796019,5.953867659149459e-17,42.729909141452765,26.730844269825297,2
j2259,268,345.19582133780744,13.74026966095506,24.145397,24.970629,5.288869548081496e-17,42.67847281952455,26.72461010532457,2
j2259,314,345.1890309194832,13.786320463093665,24.672678,26.167498,4.570000825146225e-17,42.61502624289189,26.38840702318865,2
j2259,3,344.98562812465343,13.403910677416173,24.993286,26.666399,3.5754242245331e-17,42.50843754269618,26.27550978334616,2
j2259,371,344.4128678665917,13.83935564112639,24.45601,27.48716,7.005351837897787e-17,42.80053991665132,25.976621412155183,2
j2259,712,344.9535814365666,14.310500498740865,24.354624,25.255697,4.6203688212630237e-17,42.61978660893421,25.80142056256232,2
j2259,87,344.6889521171298,13.504321193739012,24.62529,25.641968,3.8821503740730036e-17,42.54418231806768,25.309778077725813,2
j2259,610,344.506426182845,14.166012693755572,24.715048,26.806025,5.022015016811306e-17,42.65598797141172,24.69907183212171,2
j2259,309,345.1548320976855,13.779217823679025,24.828173,26.263876,3.885397022794959e-17,42.5445453674666,24.635409354257213,2
j2259,579,345.0300864363209,14.052453570715572,24.258324,26.450497,7.764478624447008e-17,42.84522226309009,24.333232229503945,2
j2259,661,344.80201667602046,14.2412378943666,24.92768,27.55393,4.402992623189505e-17,42.598857922246616,24.15281431431625,2
j2259,446,344.3662987478124,13.935406544477082,25.106625,27.743319,3.737455703995153e-17,42.52768601854906,24.133513507012893,2
j2259,395,344.4126365572546,13.877797770361225,25.195929,99.0,3.775206639581733e-17,42.53205069255081,24.10088228356468,2
j2259,587,344.84976088358496,14.06004538768155,24.307827,25.152143,4.6236756009262016e-17,42.62009732060029,23.300775898525284,2
j2259,716,344.86502976857224,14.319208759390198,25.193388,28.376987,3.58243974786757e-17,42.50928885925072,23.27297166492133,2
j2259,709,344.7524148498127,14.308895418255116,23.733662,25.420912,1.144736779684381e-16,43.01381560106344,23.036118519666683,2
j2259,412,344.873702055056,13.90567313149361,24.19539,25.181135,5.660600345261892e-17,42.707972457928925,22.97646513888504,2
j2259,300,344.49350071161894,13.77017540942708,24.597801,25.49185,3.6746891305261147e-17,42.52033056915854,22.84139039634396,2
j2259,47,344.56758061749963,13.456666404638876,24.723433,25.995626,4.026201489994579e-17,42.56000546963511,21.974269488340607,2
j2259,545,344.53496586540905,14.023097831839197,24.434402,26.095688,5.964621294139729e-17,42.73069283905441,21.77357388934208,2
j2259,619,344.83568345410504,14.183723905337294,24.681007,26.513721,4.94453582228423e-17,42.64923549203236,21.708728769882605,2
j2259,139,344.5339138622439,13.557885348822076,24.525509,27.405449,6.506847724708962e-17,42.76848060776418,21.517687723687896,2
