_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
025.1897029015107	+02.9538597837103	025.18970290151	2.1458	+02.95385978371	0.7537	2560378099912984704							0	4.7165e+03	2.4911e+01	16.5043	0.0057																
025.2751416529019	+02.9863009657827	025.27523149351	0.0902	+02.98629193469	0.0611	2560378507935347968	0.5756	0.1010	20.838	0.155	-2.098	0.126	0	3.6734e+03	3.5485e+00	16.7757	0.0010	1.8064e+03	1.3438e+01	17.2093	0.0081	2.6950e+03	1.5857e+01	16.1855	0.0064	1.0238			5307.00	0.1137	0.0495		
025.1864140256178	+02.9919470324414	025.18646006060	0.0756	+02.99196297757	0.0536	2560379268144563328	0.9230	0.0890	10.677	0.146	3.703	0.101	0	4.6930e+03	3.4889e+00	16.5097	0.0008	2.1790e+03	1.1080e+01	17.0058	0.0055	3.6504e+03	1.3717e+01	15.8561	0.0041	1.1497			4941.00	0.1300	0.0630	0.67	0.243
025.2288589933465	+03.0285760513162	025.22882841377	0.0948	+03.02854391067	0.0770	2560379813604911616	1.8239	0.1130	-7.092	0.195	-7.465	0.152	0	2.2957e+03	2.9138e+00	17.2861	0.0014	6.0598e+02	9.1382e+00	18.3952	0.0164	2.5799e+03	1.0953e+01	16.2329	0.0046	2.1623							
025.0177422177274	+02.9758627315144	025.01777040416	0.1650	+02.97571654316	0.0994	2560381192289912960	4.5451	0.1927	6.538	0.293	-33.953	0.174	0	2.7355e+03	4.0637e+00	17.0958	0.0016	5.9298e+02	1.8288e+01	18.4188	0.0335	3.2565e+03	1.8175e+01	15.9800	0.0061	2.4388							
025.1117960913764	+03.0498256609875	025.11214741585	0.1337	+03.04981513754	0.1023	2560383391313166336	3.7009	0.1716	81.482	0.276	-2.444	0.175	0	1.9933e+03	2.8790e+00	17.4395	0.0016	4.3453e+02	1.9995e+01	18.7564	0.0500	2.4618e+03	1.2005e+01	16.2838	0.0053	2.4726							
025.1079120488427	+03.0503295992723	025.10798938101	0.0967	+03.05025760008	0.0747	2560383391313166208	0.4442	0.1246	17.936	0.202	-16.722	0.133	0	3.0151e+03	3.2887e+00	16.9901	0.0012	1.7381e+03	2.8438e+01	17.2512	0.0178	1.9668e+03	2.2802e+01	16.5275	0.0126	0.7237			6188.00	0.0170	0.0080		
025.0986572054263	+03.0602485258594	025.09868995457	0.1625	+03.06020830406	0.1229	2560383460032642688	2.4763	0.2030	7.595	0.339	-9.342	0.211	0	3.7986e+03	7.8453e+00	16.7393	0.0022	8.7581e+02	9.6166e+00	17.9954	0.0119	4.6275e+03	1.5973e+01	15.5986	0.0037	2.3968			3375.00			0.74	0.064
025.1140339022975	+03.0585714448655	025.11405156330	0.1058	+03.05854694052	0.0866	2560383387017718656	0.3759	0.1396	4.096	0.201	-5.691	0.152	0	2.3414e+03	2.7342e+00	17.2647	0.0013	1.1329e+03	1.8429e+01	17.7159	0.0177	1.7607e+03	1.8910e+01	16.6477	0.0117	1.0682							
025.1306558941405	+03.0716958691641	025.13072523022	0.3148	+03.07169950635	0.2602	2560383803630025600	2.4386	0.4070	16.081	0.643	0.845	0.434	0	4.0107e+03	9.7293e+00	16.6803	0.0026	1.0380e+03	1.6842e+01	17.8109	0.0176	4.6514e+03	1.5877e+01	15.5930	0.0037	2.2179			4094.66				
024.8720572927129	+02.9297886529628	024.87206468250	0.0811	+02.92978678818	0.0616	2560386616833570560	0.4119	0.1059	1.714	0.171	-0.433	0.114	0	4.0123e+03	3.9480e+00	16.6799	0.0011	2.1433e+03	1.4072e+01	17.0237	0.0071	2.6617e+03	2.0504e+01	16.1990	0.0084	0.8246			5648.00	0.0657	0.0295		
024.9276096745060	+03.0104088843418	024.92757433793	0.2132	+03.01035338069	0.1098	2560387548841493632	0.4578	0.2097	-8.196	0.389	-12.891	0.180	0	2.0820e+03	3.7357e+00	17.3922	0.0019	9.0878e+02	1.2668e+01	17.9552	0.0151	1.6811e+03	1.0684e+01	16.6980	0.0069	1.2573							
024.9862950108125	+03.0194159116596	024.98626189292	0.0861	+03.01933188103	0.0613	2560393282622348416	0.7535	0.1054	-7.681	0.178	-19.517	0.111	0	4.1070e+03	3.9742e+00	16.6546	0.0011	1.8450e+03	1.3318e+01	17.1864	0.0078	3.1715e+03	1.5993e+01	16.0087	0.0055	1.1777			4868.99	0.2125	0.1090	0.80	0.325
024.9849504515484	+03.0102000999121	024.98524199116	0.1048	+03.01015690005	0.0746	2560393286917800832	3.2935	0.1295	67.619	0.214	-10.034	0.132	0	2.7881e+03	3.4562e+00	17.0751	0.0013	6.3858e+02	7.4462e+00	18.3384	0.0127	3.3325e+03	1.1596e+01	15.9550	0.0038	2.3834							
024.9743728976446	+03.0604579059518	024.97436773003	0.1062	+03.06033324429	0.0756	2560394042832044160	4.7707	0.1309	-1.199	0.218	-28.954	0.132	0	3.7431e+03	4.1668e+00	16.7553	0.0012	7.5549e+02	1.1987e+01	18.1558	0.0172	4.6881e+03	1.2273e+01	15.5844	0.0028	2.5714			3279.00	0.0752	0.0470		
025.0749308003253	+03.0875369129784	025.07493002455	0.0971	+03.08754135392	0.0762	2560395485941070464	0.6145	0.1239	-0.180	0.173	1.031	0.159	1	3.6053e+03	3.9170e+00	16.7960	0.0012	1.9428e+03	3.6460e+01	17.1303	0.0204	2.5373e+03	1.6288e+01	16.2510	0.0070	0.8793			5547.60	0.0330	0.0350		
025.0606440857597	+03.1308531195128	025.06059202678	0.0846	+03.13077823153	0.0714	2560396241855313152	1.3073	0.1021	-12.073	0.181	-17.393	0.140	0	3.3151e+03	2.9962e+00	16.8871	0.0010	1.2205e+03	1.1846e+01	17.6350	0.0105	3.0941e+03	1.2090e+01	16.0356	0.0042	1.5995			4223.48	0.2148	0.1195	0.62	0.112
025.0118986036039	+03.1081435728532	025.01192775500	0.1010	+03.10805947478	0.0822	2560396448013744128	0.8712	0.1274	6.761	0.183	-19.532	0.149	0	2.9922e+03	3.4507e+00	16.9984	0.0013	1.2267e+03	8.3022e+00	17.6295	0.0073	2.5179e+03	1.2978e+01	16.2593	0.0056	1.3702			4662.15	0.1860	0.0670	0.67	0.188
025.0240907951606	+03.1530399124309	025.02419149897	0.0790	+03.15302759315	0.0690	2560396894690341504	2.1323	0.0993	23.354	0.169	-2.861	0.134	0	3.5526e+03	3.1901e+00	16.8120	0.0010	9.5131e+02	1.0399e+01	17.9056	0.0119	3.9116e+03	1.3776e+01	15.7810	0.0038	2.1245			3980.58	0.6140	0.3087		
024.9821762689312	+03.1535520612675	024.98215577250	0.0912	+03.15351293704	0.0709	2560399780908349440	4.6726	0.1135	-4.753	0.164	-9.087	0.121	0	4.4112e+03	5.1317e+00	16.5770	0.0013	9.4064e+02	1.5180e+01	17.9178	0.0175	5.3229e+03	3.0327e+01	15.4466	0.0062	2.4713			3786.00	0.3087	0.1730		
025.2749741242396	+03.0827677896973	025.27502128938	0.0815	+03.08279869398	0.0656	2560403487464678400	1.0349	0.0963	10.939	0.168	7.178	0.127	0	4.2047e+03	3.8806e+00	16.6290	0.0010	1.8980e+03	1.4274e+01	17.1557	0.0082	3.3264e+03	2.3403e+01	15.9570	0.0076	1.1987			4903.00	0.1280	0.0627	0.58	0.175
025.2507238273578	+03.0918681052267	025.25076366903	0.0702	+03.09186965366	0.0575	2560406476761922432	0.4100	0.0808	9.240	0.156	0.360	0.119	0	4.0354e+03	3.3190e+00	16.6736	0.0009	1.9838e+03	2.7321e+01	17.1076	0.0150	2.9996e+03	1.5474e+01	16.0693	0.0056	1.0384			5112.00	0.6163	0.3090		
025.2478172427800	+03.1267110810608	025.24782877472	0.4366	+03.12666267004	0.3473	2560407168251697664	0.3218	0.5200	2.674	0.934	-11.244	0.646	0	2.9516e+03	1.2304e+01	17.0132	0.0045	1.4782e+03	1.2351e+01	17.4270	0.0091	2.5136e+03	1.4377e+01	16.2612	0.0062	1.1659			4923.25	1.3370	0.6560		
025.1123962698888	+03.1650805539352	025.11237803271	0.0893	+03.16510044850	0.0953	2560419812635832448	2.4325	0.1205	-4.229	0.215	4.621	0.167	0	2.7943e+03	3.1254e+00	17.0727	0.0012	6.9157e+02	1.1687e+01	18.2518	0.0183	3.1705e+03	1.0518e+01	16.0091	0.0036	2.2427							
