RA,Dec,Epoch,source_id,Type,priority,Redshift,line_flux_erg_cm2_s
24.93976330366064,3.096576609661054,J2026.10,375,T,1,2.25,1.2263497459841855e-16
24.99264586750169,2.78426965720423,J2026.10,208,T,1,2.25,3.6708315985534654e-16
25.14474464701792,3.0019131716664686,J2026.10,340,T,1,2.25,4.71047375308318e-16
25.044386307299,3.14020748225129,J2026.10,398,T,1,2.25,1.332376931105569e-16
25.060675032100058,2.7570015578716465,J2026.10,186,T,1,2.25,4.3848047291908757e-16
25.02640543555708,2.93429548284648,J2026.10,295,T,1,2.25,1.1391625219274355e-16
24.879135754816083,2.9808794891230166,J2026.10,325,T,1,2.25,8.459279881217411e-17
25.254681755288267,2.9561418210164647,J2026.10,304,T,1,2.25,1.147073642072392e-16
24.93640198802279,3.095973664730117,J2026.10,371,T,1,2.25,1.4332055711176726e-16
24.914358112642017,2.978349849607565,J2026.10,321,T,1,2.25,8.772097615492339e-17
25.01460837965975,2.7854777085952187,J2026.10,210,T,1,2.25,1.408218554686291e-16
25.25221904279125,2.957202325066948,J2026.10,308,T,1,2.25,9.642972904398738e-16
25.00106867091649,2.975934885326899,J2026.10,320,T,1,2.25,1.2408697091099892e-16
24.846639757257066,2.901344797666894,J2026.10,271,T,1,2.25,2.82937562752177e-16
25.24168809669527,2.94468280037797,J2026.10,299,T,2,2.25,1.0793256558638752e-16
24.930415895102424,2.908286192484252,J2026.10,275,T,2,2.25,2.528026408780735e-16
24.897907434040498,2.9020532975513955,J2026.10,273,T,2,2.25,1.1943959727843944e-16
24.91152229315064,2.967438421457876,J2026.10,314,T,2,2.25,1.1986489446016616e-16
25.29101055783389,2.8682292281646817,J2026.10,254,T,2,2.25,1.76554267142456e-16
25.28370774318336,2.9103413040469555,J2026.10,278,T,2,2.25,1.5789082736068698e-16
25.149134876452795,2.749165720780408,J2026.10,179,T,2,2.25,8.745179617142934e-17
24.93642009625788,2.9195556514177388,J2026.10,288,T,2,2.25,9.248357984188624e-17
24.90961675114414,2.8358953625402066,J2026.10,239,T,2,2.25,8.521864298961397e-17
24.93479372664189,3.0951041695178425,J2026.10,369,T,2,2.25,9.204548713216524e-17
25.274947652433468,2.874547592424001,J2026.10,256,T,2,2.25,9.104069613821472e-17
24.931015653458964,3.095163267052418,J2026.10,370,T,2,2.25,1.407562301842765e-16
24.935977301369707,3.087395444741225,J2026.10,357,T,2,2.25,1.7798349257146195e-16
25.17285183661116,2.9589554586158218,J2026.10,309,T,2,2.25,1.0070496492380455e-16
25.15574661538449,2.8600153403790425,J2026.10,248,T,2,2.25,9.719956674331476e-17
25.035203171227742,2.741671051321311,J2026.10,171,T,3,2.25,4.268660060928528e-17
24.995240336678258,3.116082331119917,J2026.10,381,T,3,2.25,5.989305976059248e-17
25.24310530731521,2.9617004687180115,J2026.10,310,T,3,2.25,5.516236790643202e-17
24.91443833311839,2.913380206365836,J2026.10,280,T,3,2.25,4.308860539667758e-17
25.059993699131205,2.7805841766208776,J2026.10,204,T,3,2.25,7.355197539760494e-17
25.2469340487776,2.939503175160029,J2026.10,296,T,3,2.25,4.2201151387003405e-17
25.07036847092603,2.963970832421904,J2026.10,313,T,3,2.25,6.336760607273064e-17
24.99856274774398,3.084132156154271,J2026.10,355,T,3,2.25,5.057125580989548e-17
25.170217269054376,2.999696296232935,J2026.10,336,T,3,2.25,4.504227904418502e-17
25.224267606463087,2.929028672256322,J2026.10,293,T,3,2.25,5.87049238925898e-17
25.12649627396862,3.150772982081524,J2026.10,404,T,3,2.25,3.7929003927040104e-17
25.13715174493872,2.829060000151237,J2026.10,230,T,3,2.25,6.273706386959263e-17
25.14748036862526,3.179606721222465,J2026.10,411,T,3,2.25,4.1022316781269465e-17
25.261296800863047,2.9345658282337266,J2026.10,294,T,3,2.25,3.557172289449889e-17
25.026335527789684,3.1331628792495843,J2026.10,388,T,3,2.25,2.8725660200468075e-17
25.15867642283259,2.8092633636088657,J2026.10,225,T,3,2.25,3.337081673406123e-17
25.244685989120555,2.883230693610732,J2026.10,264,T,3,2.25,6.347697494289954e-17
24.88404050646324,2.945140730686762,J2026.10,300,T,3,2.25,5.4193164405720526e-17
24.934913385099865,3.0887731679089336,J2026.10,364,T,3,2.25,3.602843648522832e-17
25.00782182654603,2.9686542665363342,J2026.10,316,T,3,2.25,3.959189140737842e-17
25.29461927865643,3.0001225300093948,J2026.10,337,T,3,2.25,6.450422157255655e-17
25.145204859875488,3.1366949049712662,J2026.10,393,T,3,2.25,2.991375280351896e-17
24.919241265470376,2.768662393872289,J2026.10,191,T,3,2.25,5.1084183756985346e-17
25.005052288647768,2.8604446104089045,J2026.10,249,T,3,2.25,7.591558673639803e-17
25.06880950419232,3.135389116369482,J2026.10,390,T,3,2.25,4.280458565433086e-17
25.10077248611755,2.8296206578738863,J2026.10,231,T,3,2.25,5.824285156345592e-17
25.15350618895472,2.995670521362172,J2026.10,333,T,3,2.25,6.097168136445234e-17
25.04285267906161,3.1027131048553493,J2026.10,379,T,3,2.25,2.5626594709397487e-17
25.03525853526962,2.7421724094495814,J2026.10,172,T,3,2.25,7.545759421683428e-17
25.2090858651715,2.9153333005994937,J2026.10,284,T,3,2.25,7.614674934023471e-17
25.291332611434907,3.022203426186912,J2026.10,350,T,3,2.25,4.9862781425330884e-17
25.03615129738999,2.877176394778133,J2026.10,260,T,3,2.25,7.719359250346623e-17
25.026510967269743,3.133181826148367,J2026.10,389,T,3,2.25,4.7257821816924646e-17
25.16432955225964,2.9174255459344005,J2026.10,286,T,3,2.25,5.532441711405986e-17
25.132091252430392,2.8304506768007105,J2026.10,233,T,3,2.25,6.354031913228939e-17
25.26138657966828,2.9874607635769093,J2026.10,326,T,3,2.25,7.64811202278947e-17
24.987782175190496,2.778951537625441,J2026.10,201,T,3,2.25,7.344192883218213e-17
25.22358735304128,2.9421136030778494,J2026.10,297,T,3,2.25,3.9832769253891657e-17
25.09653551473028,2.830316248213156,J2026.10,232,T,3,2.25,5.4676379632022784e-17
25.14403621499692,2.7437180519859745,J2026.10,175,T,3,2.25,4.80905150810911e-17
25.0683789196854,3.129512680449472,J2026.10,386,T,3,2.25,4.7851281701171104e-17
25.072840017387787,2.9947657887111108,J2026.10,330,T,3,2.25,5.912295772633972e-17
24.99676784716664,2.817677472984629,J2026.10,227,T,3,2.25,2.764252968104136e-17
24.92228569610383,3.0035663078694053,J2026.10,341,T,3,2.25,4.2232314657956746e-17
25.026726214734097,2.854644978921039,J2026.10,245,T,3,2.25,4.456805695807673e-17
25.15059054942269,2.774090746409159,J2026.10,196,T,3,2.25,5.207403147192625e-17
24.91331898466527,2.883019545492271,J2026.10,263,T,3,2.25,3.3452893448195675e-17
25.15184625042179,3.1733933530648626,J2026.10,410,T,3,2.25,5.565238143984964e-17
25.031589252200416,2.9135989546414893,J2026.10,282,T,3,2.25,2.5012272657833148e-17
24.94878711182777,3.0876326195102632,J2026.10,361,T,3,2.25,5.83396707019265e-17
25.22430926928331,2.8419237311477192,J2026.10,241,T,3,2.25,5.276613697157035e-17
25.21425089331087,2.886757619168353,J2026.10,266,T,3,2.25,3.672302941141372e-17
25.00925680218686,2.775118251092835,J2026.10,199,T,3,2.25,7.080926467759564e-17
25.25497307999124,2.833694419989853,J2026.10,237,T,3,2.25,3.2252411164776426e-17
25.25197871825813,3.08356344549077,J2026.10,353,T,3,2.25,2.3475654552446666e-17
25.019340007935945,3.014917983282433,J2026.10,349,T,3,2.25,2.5365082567680362e-17
25.060827159720404,3.089589270451245,J2026.10,367,T,3,2.25,4.0883782454873577e-17
24.9238918705431,2.809211083860333,J2026.10,224,T,3,2.25,3.8359205288920865e-17
25.076509943729707,2.9577737721860355,J2026.10,306,T,3,2.25,7.467033023706703e-17
24.941263526722068,3.087464090467276,J2026.10,360,T,3,2.25,4.5267323486256425e-17
25.101177555159595,2.757801982389173,J2026.10,183,T,3,2.25,3.3746307579443216e-17
24.848843086257,2.967884436094929,J2026.10,315,T,3,2.25,3.3879052561830005e-17
25.138614933857017,2.719719041302988,J2026.10,163,T,3,2.25,3.9985420367366455e-17
25.205045601787567,2.8206797450718244,J2026.10,229,T,3,2.25,3.816226126674601e-17
24.913991597863024,2.9563898111537155,J2026.10,305,T,3,2.25,2.6203417409249087e-17
24.9597666827882,2.8666423810985875,J2026.10,253,T,3,2.25,4.6430807360863776e-17
24.92000921702996,2.94693668495284,J2026.10,303,T,3,2.25,5.2342240446738316e-17
25.25576169214803,2.999009146343574,J2026.10,335,T,3,2.25,6.123567937965694e-17
24.936087191805065,3.0887415699997627,J2026.10,363,T,3,2.25,7.341415521794992e-17
24.91170021717026,2.773224673434006,J2026.10,195,T,3,2.25,3.6467112447465987e-17
24.92858664479194,3.096917584709408,J2026.10,376,T,3,2.25,2.478575203084336e-17
25.23053242764899,3.102326965711081,J2026.10,378,T,3,2.25,3.754080061214153e-17
24.919119068605404,2.804449050453667,J2026.10,222,T,3,2.25,3.644788068231877e-17
24.92251469124523,3.096308695123629,J2026.10,374,T,3,2.25,6.850255928851204e-17
24.92765441149724,2.9921677503946817,J2026.10,327,T,3,2.25,2.55026110222683e-17
24.94284833164863,3.0960718104622167,J2026.10,372,T,3,2.25,5.1308434066260716e-17
24.998273829843168,3.084755246936124,J2026.10,354,T,3,2.25,7.789673882665603e-17
24.88732938507679,2.958097788130431,J2026.10,307,T,3,2.25,6.219869487232552e-17
25.06284842978189,2.9937856648921164,J2026.10,329,T,3,2.25,6.104041782761752e-17
24.945533411755218,3.0890694636271383,J2026.10,366,T,3,2.25,5.806251717659002e-17
24.93604536737736,2.927965490480684,J2026.10,291,T,3,2.25,4.3396758296233407e-17
25.137620661365823,2.7707831550439512,J2026.10,193,T,3,2.25,4.1128285891302835e-17
25.208249946767623,3.1301795206792327,J2026.10,387,T,3,2.25,2.869272171558908e-17
25.05229506448948,2.7161347866641266,J2026.10,160,T,3,2.25,2.74725919682664e-17
25.055502355429137,2.926260850666572,J2026.10,289,T,3,2.25,2.374539654836345e-17
25.075332896762504,3.1416384685951804,J2026.10,397,T,3,2.25,2.31090980216351e-17
