field,source_id,RA,Dec,mag_nb,mag_bb,line_flux_erg_cm2_s,logL_Lya_erg_s,area_arcsec2,priority
j0022,686,5.364504666074168,-0.393624238644478,24.223787,25.569248,6.897866833621971e-17,42.767217250324144,31.91648395493785,2
j0022,335,5.33881384466203,-0.77513408222138,24.811113,26.058796,3.861629204452637e-17,42.51527301473365,31.65314644799391,2
j0022,182,5.583354881868744,-0.8955589364744265,23.995848,24.869867,6.62294140039488e-17,42.749553356897536,31.651505716322507,2
j0022,44,5.3346197896587215,-1.111703806209046,24.382126,25.362474,4.990266605665923e-17,42.626626192943824,30.83623262033204,2
j0022,807,5.4769136447822655,-0.2927874999351254,23.738777,25.288754,1.1537193488711554e-16,42.99060262064466,30.27985903018716,2
j0022,495,5.638754066449661,-0.6309722582819021,25.164618,27.973675,3.775037420625343e-17,42.505423705455215,30.025711524502675,2
j0022,375,6.0652439791135615,-0.7337816868089252,24.551533,26.50723,5.994596807205665e-17,42.70626242250406,30.021847427571032,2
j0022,163,5.194633212802367,-0.911997838234245,23.978294,24.892616,6.929219101687018e-17,42.76918673838759,29.765686762679827,2
j0022,284,5.612070161626844,-0.8165556458871058,23.562517,25.215508,1.395843539094209e-16,43.073339185156165,29.728056164439337,2
j0022,619,5.233663556580193,-0.5364132654015136,24.219526,25.307137,6.168207224452045e-17,42.71866140011908,29.568266577217457,2
j0022,91,5.30057760736019,-1.066176621728648,24.697842,25.785824,3.9711716760378025e-17,42.5274211067296,29.217502993981444,2
j0022,56,5.824039412763254,-1.0983797985365156,24.091152,25.07569,6.541122041167521e-17,42.744154696528405,28.736577437902923,2
j0022,573,5.188572938599957,-0.5698437765856804,23.771124,24.652561,8.190776324161667e-17,42.84182751072792,28.63606300717918,2
j0022,360,5.886216513230045,-0.7526808392576468,24.393215,25.571901,5.501804321729473e-17,42.66900758458352,28.312694469610328,2
j0022,455,5.364354539928651,-0.6624260570811418,23.939632,25.137566,8.429699412250316e-17,42.85431453320888,27.539234552619053,2
j0022,303,5.998815106523277,-0.8002084614471079,24.767595,26.821157,4.99660140095651e-17,42.627177149861616,27.53293723702232,2
j0022,488,6.00303962708959,-0.639704090271988,24.670084,26.349945,5.0671339201463517e-17,42.63326482694466,27.439368841309115,2
j0022,697,5.57396796213721,-0.3872541931451868,24.63294,25.561539,3.8291172355575056e-17,42.511601107745264,27.382999572997,2
j0022,654,5.256122399393288,-0.4247153639883776,24.955061,30.124384,4.908823188036006e-17,42.61947983389412,27.2812984197578,2
j0022,139,5.449369500727434,-0.9288068206622894,24.371246,26.260036,6.988465290448206e-17,42.77288425696191,27.2130283479205,2
j0022,808,5.4113744090774105,-0.2919308663948337,24.576824,26.77983,6.092467539436427e-17,42.7132956684087,27.204054142209507,2
j0022,296,5.121130799995518,-0.80637688693392,24.528532,25.388737,4.0128904648811184e-17,42.53195974993285,26.95763726280993,2
j0022,171,5.916090799490347,-0.9057089789158532,24.048069,26.134233,9.74454470380521e-17,42.91726399676431,26.813342942260967,2
j0022,301,5.679352977634716,-0.8022265335660601,24.966064,28.609976,4.730362479465978e-17,42.60339686570465,26.71220908699508,2
j0022,785,5.659733244543993,-0.312138937174577,24.310112,25.976461,7.035227454684626e-17,42.77578058755462,26.534168318854604,2
j0022,534,6.005647009736851,-0.6017623053687928,23.277187,24.109087,1.242789535932137e-16,43.02290003237509,26.21897936295704,2
