,RA,Dec,Epoch,source_id,Type,priority,Redshift,line_flux_erg_cm2_s
246,5.565639659724233,-0.2735263879607457,J2026.10,819,T,3,3.2,3.1741857730381e-17
254,5.566123723525697,-0.318956953766469,J2026.10,774,T,3,3.2,2.3930644808225602e-17
257,5.585012156190264,-0.7244242896520202,J2026.10,382,T,3,3.2,2.2232842526603625e-17
258,5.560228907626845,-0.5924848423005676,J2026.10,539,T,3,3.2,1.659602454735403e-17
259,5.797060189031059,-0.3840138359225392,J2026.10,701,T,3,3.2,2.5809333646912825e-17
260,5.698452628061945,-0.2795566537285847,J2026.10,816,T,3,3.2,2.754622240917281e-17
265,5.718050861536986,-0.6374631132908248,J2026.10,491,T,3,3.2,3.509514464769512e-17
268,5.774256517585631,-0.606741217245396,J2026.10,524,T,3,3.2,1.5364730267938012e-17
271,5.439501091478298,-0.6037709390245767,J2026.10,528,T,3,3.2,1.932082701897896e-17
273,5.387846878049858,-0.4073894654642138,J2026.10,669,T,3,3.2,2.138459720200779e-17
281,5.775483001707896,-0.3432828794883769,J2026.10,747,T,3,3.2,2.6086458492564376e-17
291,5.610916593155713,-0.300547948361593,J2026.10,796,T,3,3.2,2.417209231582587e-17
293,5.444124142706451,-0.5773685832621424,J2026.10,566,T,3,3.2,1.854905480683679e-17
299,5.568764726126608,-0.2979305725148751,J2026.10,800,T,3,3.2,2.622841368295738e-17
308,5.609346350011293,-0.444176199147868,J2026.10,639,T,3,3.2,2.9374960067773787e-17
310,5.70916757017926,-0.5578378021180305,J2026.10,586,T,3,3.2,2.545861054449529e-17
313,5.611450452883005,-0.6702633601579785,J2026.10,441,T,3,3.2,2.109299578408066e-17
316,5.516563842416842,-0.2892221391246864,J2026.10,810,T,3,3.2,3.171694999793413e-17
320,5.3638567076199735,-0.4087865186162391,J2026.10,667,T,3,3.2,2.820235223556769e-17
321,5.493567587194848,-0.3550527611530751,J2026.10,733,T,3,3.2,2.5724767450666402e-17
322,5.690105860929411,-0.3256048801091316,J2026.10,770,T,3,3.2,3.541778678404306e-17
333,5.490719357578251,-0.3085040462088397,J2026.10,789,T,3,3.2,2.3662794573590573e-17
335,5.491173908784841,-0.3116982100738562,J2026.10,784,T,3,3.2,3.3269239540335333e-17
337,5.715834749252998,-0.6440619242514024,J2026.10,476,T,3,3.2,1.7538497081188985e-17
340,5.469432807001675,-0.3234780884858696,J2026.10,771,T,3,3.2,1.4770564234175144e-17
342,5.792083404836689,-0.5529659754697986,J2026.10,595,T,3,3.2,3.5138192174876575e-17
346,5.5480336223406415,-0.28639770790339,J2026.10,812,T,3,3.2,1.72097216452633e-17
349,5.3794433599507165,-0.3679482572675533,J2026.10,721,T,3,3.2,3.336171682524005e-17
353,5.635211944051711,-0.5743254112981272,J2026.10,570,T,3,3.2,3.062356157997266e-17
357,5.615061977932199,-0.3717904886926773,J2026.10,714,T,3,3.2,2.5842362263486177e-17
362,5.778912734158659,-0.6095597174156183,J2026.10,519,T,3,3.2,2.6004267104370558e-17
369,5.739917784498404,-0.6209751990043625,J2026.10,507,T,3,3.2,1.592948182533712e-17
375,5.602880185999018,-0.430463951951015,J2026.10,650,T,3,3.2,1.830873961982593e-17
377,5.68802339545653,-0.391154764987349,J2026.10,690,T,3,3.2,1.4461414648473174e-17
391,5.512830463401818,-0.2709488641603954,J2026.10,821,T,3,3.2,1.4847090527274386e-17
395,5.735994543002721,-0.3882234835661508,J2026.10,694,T,3,3.2,2.008003419562489e-17
396,5.395140445582876,-0.54361564052732,J2026.10,606,T,3,3.2,2.9568717438960047e-17
399,5.522093734960414,-0.3340860630725353,J2026.10,759,T,3,3.2,1.7532130271964e-17
400,5.796087444174331,-0.3921578762748841,J2026.10,688,T,3,3.2,1.5808816636386714e-17
401,5.62559779791067,-0.4135513056380367,J2026.10,664,T,3,3.2,1.5248415378953707e-17
402,5.70821514394361,-0.3716644113656694,J2026.10,713,T,3,3.2,1.5845171193126828e-17
404,5.397604725943498,-0.3801728926725936,J2026.10,706,T,3,3.2,3.5440426708590426e-17
405,5.410020706622388,-0.3425418961016992,J2026.10,748,T,3,3.2,2.266580464823485e-17
406,5.374045275480597,-0.4276313041915934,J2026.10,653,T,3,3.2,1.5409321247002066e-17
408,5.3584501481038815,-0.5417993036205474,J2026.10,608,T,3,3.2,1.7576127847419185e-17
414,5.520727755580667,-0.4204923828830128,J2026.10,659,T,3,3.2,1.818647572590448e-17
417,5.450516114300466,-0.3057508387506694,J2026.10,790,T,3,3.2,1.996621622018148e-17
418,5.729352967104837,-0.3432566201762155,J2026.10,746,T,3,3.2,1.6674036756836992e-17
420,5.502180648929904,-0.7085809323582833,J2026.10,393,T,3,3.2,2.11712580598984e-17
422,5.380700717355893,-0.3631354614899375,J2026.10,724,T,3,3.2,3.170774123680474e-17
423,5.504675314723209,-0.4441835220819426,J2026.10,640,T,3,3.2,2.030222737877061e-17
424,5.598663572092212,-0.6959920280419017,J2026.10,411,T,3,3.2,2.479203411044393e-17
428,5.609386874255237,-0.3025429831748911,J2026.10,795,T,3,3.2,1.7135808133959814e-17
430,5.626587894365005,-0.2945334488304947,J2026.10,804,T,3,3.2,2.1620583300243968e-17
434,5.56665973362532,-0.2868714540751222,J2026.10,811,T,3,3.2,2.598796197864808e-17
435,5.437646868731228,-0.535713333230869,J2026.10,622,T,3,3.2,2.106305942700288e-17
445,5.370983568848915,-0.3894223248482978,J2026.10,692,T,3,3.2,2.22550367075118e-17
447,5.457958641739479,-0.5584312824346412,J2026.10,584,T,3,3.2,1.5300178523457753e-17
454,5.7401343868876,-0.3716004644940335,J2026.10,712,T,3,3.2,2.1177928560657448e-17
455,5.491667651861973,-0.3316154912469116,J2026.10,764,T,3,3.2,2.528238540196349e-17
464,5.744086639336958,-0.3054653520235988,J2026.10,791,T,3,3.2,2.5255560051856253e-17
469,5.387107082684849,-0.4330227645244541,J2026.10,648,T,3,3.2,1.8679673397367792e-17
473,5.509110405538569,-0.3336974643417513,J2026.10,760,T,3,3.2,1.6026762465756253e-17
475,5.458649000479456,-0.5355965882618706,J2026.10,621,T,3,3.2,1.416429865916788e-17
480,5.799891812666299,-0.3853507656412727,J2026.10,700,T,3,3.2,2.768461423938543e-17
482,5.6279673182535,-0.3046300124447185,J2026.10,793,T,3,3.2,3.2649451966045825e-17
484,5.691380381722675,-0.5669605233622816,J2026.10,575,T,3,3.2,2.138334429784229e-17
489,5.40621724037707,-0.6384053660273341,J2026.10,490,T,3,3.2,2.178876813192668e-17
492,5.48860869525339,-0.3754736442579738,J2026.10,710,T,3,3.2,1.5972373904483264e-17
498,5.625866395566502,-0.3364768151545394,J2026.10,755,T,3,3.2,1.7590269022457738e-17
503,5.767452159349937,-0.4303894053132779,J2026.10,651,T,3,3.2,1.4528268086379074e-17
504,5.605755620044063,-0.7216193757180877,J2026.10,385,T,3,3.2,1.7177869360004818e-17
506,5.443632889495889,-0.3369827102155252,J2026.10,754,T,3,3.2,2.0772959479409737e-17
507,5.632644793185391,-0.6603111334225056,J2026.10,458,T,3,3.2,3.0619395586417907e-17
508,5.38733138067298,-0.5441074931296743,J2026.10,605,T,3,3.2,2.9296265592871264e-17
516,5.556634493363647,-0.2638185851228587,J2026.10,823,T,3,3.2,1.4730748258831838e-17
517,5.381535400599078,-0.5326720164214623,J2026.10,627,T,3,3.2,1.7906878179902518e-17
521,5.746677381036729,-0.3865914079422762,J2026.10,698,T,3,3.2,1.989282136236641e-17
529,5.513319286208857,-0.2987005774560565,J2026.10,798,T,3,3.2,1.7486716810716672e-17
532,5.719927527269625,-0.3163090310882047,J2026.10,778,T,3,3.2,1.592621362908465e-17
540,5.704480917170715,-0.583964348254741,J2026.10,554,T,3,3.2,1.5397246994109375e-17
548,5.471641957845981,-0.6824842380658551,J2026.10,426,T,3,3.2,2.0438312881273856e-17
549,5.765708990458068,-0.5241549450167768,J2026.10,638,T,3,3.2,2.32444660732525e-17
552,5.44652310870694,-0.6399332065759656,J2026.10,486,T,3,3.2,3.158028297567083e-17
560,5.491368441965334,-0.3041610741795005,J2026.10,794,T,3,3.2,1.4622697197915656e-17
561,5.661402324350533,-0.5982096974259885,J2026.10,535,T,3,3.2,1.4733479129767732e-17
565,5.663081866862816,-0.5381819394126764,J2026.10,615,T,3,3.2,1.4782754735843627e-17
573,5.775432458034116,-0.3374571974260839,J2026.10,752,T,3,3.2,2.1923371077756477e-17
582,5.704701412850643,-0.3187152293576227,J2026.10,775,T,3,3.2,1.5544015499644918e-17
584,5.578033646616042,-0.2730777178422772,J2026.10,820,T,3,3.2,1.7065801492182908e-17
585,5.688771744495335,-0.3633388980682751,J2026.10,723,T,3,3.2,1.5058244722147452e-17
589,5.406186314023869,-0.3301970091958023,J2026.10,765,T,3,3.2,1.7352597199870918e-17
596,5.627282314321964,-0.2986789734728269,J2026.10,797,T,3,3.2,1.6221756338579678e-17
603,5.696102373005073,-0.5351410293036682,J2026.10,623,T,3,3.2,2.3740896407052802e-17
610,5.736170547307437,-0.6733063757862324,J2026.10,438,T,3,3.2,1.7415053741164898e-17
614,5.390532541683476,-0.5321516889550147,J2026.10,628,T,3,3.2,3.21014833169608e-17
620,5.500808382101994,-0.3684425403525086,J2026.10,720,T,3,3.2,1.90867522007087e-17
625,5.682255731806173,-0.3704991429951204,J2026.10,716,T,3,3.2,1.7656989312342938e-17
631,5.5173393851261725,-0.3109333036303413,J2026.10,786,T,3,3.2,1.9621405962629008e-17
649,5.493698080884175,-0.2787289280333657,J2026.10,817,T,3,3.2,1.4527602774939607e-17
660,5.681148125030221,-0.3397651470784897,J2026.10,750,T,3,3.2,2.249186190303348e-17
661,5.519050327087223,-0.3915563748658668,J2026.10,689,T,3,3.2,2.0628069870922608e-17
667,5.697458450274371,-0.2816802380621879,J2026.10,815,T,3,3.2,2.128007768744641e-17
668,5.499223700355024,-0.3784065492238835,J2026.10,707,T,3,3.2,2.5839938192429578e-17
671,5.655668184853592,-0.3445466463810863,J2026.10,745,T,3,3.2,1.4373112071317568e-17
673,5.669116407764782,-0.3356791488806559,J2026.10,757,T,3,3.2,2.4586666586101118e-17
679,5.701833598720632,-0.3363321590403735,J2026.10,756,T,3,3.2,1.4506878486265392e-17
684,5.65334963702613,-0.2934932632123833,J2026.10,806,T,3,3.2,3.533689223426275e-17
687,5.440830910400422,-0.2954305955019244,J2026.10,803,T,3,3.2,1.5238662572464087e-17
702,5.521426280061691,-0.6695617407350264,J2026.10,445,T,3,3.2,1.6305838735146958e-17
706,5.69253936552947,-0.3548224728760224,J2026.10,734,T,3,3.2,2.107242800324409e-17
714,5.685766543704247,-0.3490453806131348,J2026.10,741,T,3,3.2,1.6360059286023233e-17
715,5.63865430288573,-0.7033481445526109,J2026.10,403,T,3,3.2,2.3302243461360985e-17
717,5.495588507486187,-0.5504335015368823,J2026.10,597,T,3,3.2,2.3685763775591318e-17
723,5.725635333860838,-0.6514412609854433,J2026.10,469,T,3,3.2,3.4531114972795337e-17
735,5.567901258122105,-0.309322948309074,J2026.10,787,T,3,3.2,2.1826443812729225e-17
741,5.503935264032871,-0.2962430128206332,J2026.10,802,T,3,3.2,2.049931582385348e-17
760,5.70393588026508,-0.3686582527559269,J2026.10,719,T,3,3.2,1.586902504688432e-17
766,5.50750686122048,-0.3093125030533882,J2026.10,788,T,3,3.2,1.5252182727210374e-17
