RA,Dec,Epoch,source_id,Type,priority,Redshift,line_flux_erg_cm2_s
25.42378162650545,2.715870430927364,J2026.10,159,T,1,2.25,8.869903612837108e-17
25.34313138261471,2.873600983011243,J2026.10,255,T,1,2.25,1.574838414284795e-16
25.270769696088745,2.758193563127597,J2026.10,185,T,2,2.25,1.4468969591821294e-16
25.39522219289031,2.69985591123998,J2026.10,154,T,2,2.25,1.9760703445364003e-16
25.273918399918145,2.462646228695617,J2026.10,45,T,2,2.25,2.9392395763078124e-16
25.340631064177675,2.584861698153856,J2026.10,95,T,2,2.25,2.7852631119776645e-16
25.25453038916056,2.4679395593456817,J2026.10,53,T,2,2.25,9.639654305188462e-17
25.350536100233377,2.466169759442924,J2026.10,50,T,2,2.25,1.4328425442396911e-16
25.32248477363864,2.771014182083935,J2026.10,194,T,2,2.25,1.4350413090678768e-16
25.340744400130017,2.5879537369376613,J2026.10,97,T,2,2.25,1.07747726911112e-16
25.29101055783389,2.8682292281646817,J2026.10,254,T,2,2.25,1.76554267142456e-16
25.149134876452795,2.749165720780408,J2026.10,179,T,2,2.25,8.745179617142934e-17
25.330430746098266,2.804553628733185,J2026.10,223,T,2,2.25,1.0035921839343567e-16
25.47322612866757,2.84261374055205,J2026.10,243,T,2,2.25,9.829162169751492e-17
25.274947652433468,2.874547592424001,J2026.10,256,T,2,2.25,9.104069613821472e-17
25.18346938230257,2.6777088928412813,J2026.10,143,T,2,2.25,1.5211024638250674e-16
25.43438033854972,2.7425050149564467,J2026.10,173,T,3,2.25,4.153025284472462e-17
25.29805524893164,2.7048419695669823,J2026.10,155,T,3,2.25,2.591322774618016e-17
25.46367736219965,2.469962071082624,J2026.10,56,T,3,2.25,4.922789735823391e-17
25.371512731245783,2.8339767383880914,J2026.10,238,T,3,2.25,8.009608560592591e-17
25.310949242273505,2.7505274367771864,J2026.10,180,T,3,2.25,8.156686997693966e-17
25.219442315434915,2.507011888722768,J2026.10,87,T,3,2.25,3.6802644591591234e-17
25.11568438896964,2.662574755415358,J2026.10,137,T,3,2.25,3.410858815672132e-17
25.45736362194223,2.4529931133932235,J2026.10,37,T,3,2.25,5.130274014965003e-17
25.24360921593987,2.606075048868633,J2026.10,116,T,3,2.25,7.443530922909101e-17
25.352699613327253,2.4588915424212616,J2026.10,44,T,3,2.25,5.27752979960524e-17
25.463777463559666,2.460915441570208,J2026.10,46,T,3,2.25,4.3103343387129625e-17
25.3205927443239,2.4560375363015967,J2026.10,39,T,3,2.25,3.8121045506022347e-17
25.34521334256944,2.859228641614609,J2026.10,247,T,3,2.25,3.08924591757854e-17
25.445197526023048,2.661395749530932,J2026.10,135,T,3,2.25,4.208277251907448e-17
25.48190644462297,2.8008582553912897,J2026.10,220,T,3,2.25,5.967261548099691e-17
25.321019837715607,2.5978201991957173,J2026.10,110,T,3,2.25,6.329956428665396e-17
25.55015594101524,2.774798272320345,J2026.10,197,T,3,2.25,3.8908294578706515e-17
25.18316353477072,2.617743153179285,J2026.10,121,T,3,2.25,3.746581937220953e-17
25.318696697949527,2.784388154740633,J2026.10,207,T,3,2.25,3.125469400190184e-17
25.376332768258543,2.6740775545547057,J2026.10,141,T,3,2.25,5.4368293350375504e-17
25.141252429931217,2.618002632690344,J2026.10,122,T,3,2.25,5.781944036483584e-17
25.214463471500967,2.49621489326555,J2026.10,77,T,3,2.25,3.813334247998931e-17
25.43628272138467,2.4920501150424856,J2026.10,72,T,3,2.25,8.076880716705213e-17
25.26920948739002,2.46272648648028,J2026.10,47,T,3,2.25,2.809082540677405e-17
25.53771705762223,2.6961905003020754,J2026.10,152,T,3,2.25,6.012973810399161e-17
25.37602766938452,2.614993592536557,J2026.10,119,T,3,2.25,2.7490952966819018e-17
25.432633755402502,2.49146316114858,J2026.10,69,T,3,2.25,4.0460963417338836e-17
25.14403621499692,2.7437180519859745,J2026.10,175,T,3,2.25,4.80905150810911e-17
25.3288871764444,2.884350011371964,J2026.10,265,T,3,2.25,4.888479458731567e-17
25.20675172749803,2.6630957933842843,J2026.10,138,T,3,2.25,7.277910388702106e-17
25.47255464408127,2.506027793530874,J2026.10,86,T,3,2.25,4.4261741808149416e-17
25.26809954311553,2.686740284314189,J2026.10,148,T,3,2.25,2.627521115865056e-17
25.24341545063271,2.5102656589894674,J2026.10,90,T,3,2.25,2.4573788555070738e-17
25.44898904004243,2.4770819479104738,J2026.10,58,T,3,2.25,4.8523302298378586e-17
25.29816798741166,2.819108189482773,J2026.10,228,T,3,2.25,6.245853601038089e-17
25.39620845248185,2.746614327007036,J2026.10,176,T,3,2.25,6.946992320445893e-17
25.15059054942269,2.774090746409159,J2026.10,196,T,3,2.25,5.207403147192625e-17
25.504630548939183,2.8106439911031504,J2026.10,226,T,3,2.25,5.013638015356322e-17
25.27969305156968,2.4786118334412435,J2026.10,60,T,3,2.25,3.1086810006061624e-17
25.382419496772165,2.8768471160130127,J2026.10,259,T,3,2.25,4.5386808986492276e-17
25.22430926928331,2.8419237311477192,J2026.10,241,T,3,2.25,5.276613697157035e-17
25.55359730670251,2.683855279758049,J2026.10,146,T,3,2.25,2.2938361665179136e-17
25.548087450222468,2.624939504233306,J2026.10,124,T,3,2.25,3.385228390801722e-17
25.462966475558304,2.761127578586632,J2026.10,188,T,3,2.25,3.197691584148643e-17
25.41982264295121,2.504191921106617,J2026.10,82,T,3,2.25,4.626650241717711e-17
25.48248076584142,2.501944671252146,J2026.10,80,T,3,2.25,3.551883571704966e-17
25.25497307999124,2.833694419989853,J2026.10,237,T,3,2.25,3.2252411164776426e-17
25.57375190996596,2.6801070712194988,J2026.10,144,T,3,2.25,3.7666466891873087e-17
25.4372561016564,2.434318565903158,J2026.10,30,T,3,2.25,4.9280992569398925e-17
25.23311729546412,2.4959323005299763,J2026.10,75,T,3,2.25,2.994942285881805e-17
25.46075506381669,2.590704629757627,J2026.10,102,T,3,2.25,2.601851201465386e-17
25.554250596034663,2.760193085712804,J2026.10,187,T,3,2.25,2.6726214505036e-17
25.15977045018941,2.5954412265908617,J2026.10,108,T,3,2.25,3.05580470620946e-17
25.26746931674405,2.699676537602677,J2026.10,153,T,3,2.25,5.3504671314623705e-17
25.25033599727672,2.480031843067528,J2026.10,62,T,3,2.25,3.1809257054137164e-17
