RA,Dec,Epoch,source_id,Type,priority,Redshift,line_flux_erg_cm2_s
25.42304582606993,2.468126075442941,J2026.10,54,T,3,2.25,3.787366894415717e-17
25.426741898565567,2.7990636177983803,J2026.10,219,T,3,2.25,2.8113433838328565e-17
25.138614933857017,2.719719041302988,J2026.10,163,T,3,2.25,3.9985420367366455e-17
25.205045601787567,2.8206797450718244,J2026.10,229,T,3,2.25,3.816226126674601e-17
25.315727733057948,2.489539289602674,J2026.10,66,T,3,2.25,4.370123230094234e-17
25.479036638763453,2.4430197016604764,J2026.10,34,T,3,2.25,2.536591126658373e-17
25.442512787303635,2.5097196343540844,J2026.10,91,T,3,2.25,6.233646233477924e-17
25.547903309322898,2.742497133154895,J2026.10,174,T,3,2.25,3.642008027267048e-17
25.36590848964737,2.454785056707202,J2026.10,38,T,3,2.25,2.4520557590326817e-17
25.35526025257449,2.4794786648831257,J2026.10,61,T,3,2.25,2.6442132475516465e-17
25.349887426205967,2.469304271280595,J2026.10,55,T,3,2.25,3.344421860315113e-17
25.552707976622457,2.769754713722868,J2026.10,192,T,3,2.25,2.44588009995856e-17
25.403214884098727,2.629936626887812,J2026.10,126,T,3,2.25,3.926124530858917e-17
25.45221021662084,2.509806133831041,J2026.10,88,T,3,2.25,2.6725254006474186e-17
25.46471726156085,2.638045160358749,J2026.10,129,T,3,2.25,2.5140938222792964e-17
25.430866591701548,2.505205562416153,J2026.10,83,T,3,2.25,3.42986575284276e-17
25.35085331074848,2.423814574827526,J2026.10,27,T,3,2.25,3.2092550273974916e-17
25.47522990613436,2.763451015753616,J2026.10,189,T,3,2.25,2.6843396118728298e-17
25.454736392875464,2.4492928305524995,J2026.10,35,T,3,2.25,5.115934152761936e-17
25.137620661365823,2.7707831550439512,J2026.10,193,T,3,2.25,4.1128285891302835e-17
25.345010261275853,2.785991829000066,J2026.10,211,T,3,2.25,3.7961961695601126e-17
25.21486232390445,2.5988171357129426,J2026.10,111,T,3,2.25,3.308545103379954e-17
25.462542080694018,2.830821823409039,J2026.10,235,T,3,2.25,3.171190977336825e-17
25.21181352041616,2.458312626862608,J2026.10,43,T,3,2.25,3.0310813239636535e-17
25.249658241387365,2.654818423546053,J2026.10,132,T,3,2.25,2.9776335839002236e-17
25.49413090956994,2.483236215891824,J2026.10,63,T,3,2.25,2.329634393554162e-17
