_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
345.2153799413080	+13.8298866078854	345.21537665985	0.0977	+13.82987985198	0.0640	2815171807773226880	1.1121	0.1004	-0.740	0.205	-1.569	0.121	0	3.5929e+03	2.9164e+00	16.7997	0.0009	1.3650e+03	9.2958e+00	17.5136	0.0074	3.2436e+03	9.3941e+00	15.9844	0.0031	1.5292			4405.50	0.4690	0.2110	0.67	0.153
344.9756602752848	+13.6773615216931	344.97568211751	0.0950	+13.67739948561	0.0734	2815913462726547456	2.1402	0.1163	4.929	0.175	8.817	0.130	0	4.1108e+03	4.1568e+00	16.6535	0.0011	1.2427e+03	9.8043e+00	17.6155	0.0086	4.2860e+03	1.9747e+01	15.6818	0.0050	1.9337			3862.00	0.2270	0.1190	0.57	0.065
344.9916529771093	+13.7479951775474	344.99165520155	0.0801	+13.74796812920	0.0636	2815914944490045568	0.3639	0.0932	0.502	0.163	-6.282	0.120	0	3.8900e+03	3.5476e+00	16.7135	0.0010	1.9879e+03	1.7077e+01	17.1054	0.0093	2.7483e+03	8.9874e+00	16.1643	0.0036	0.9411			5689.00	0.4183	0.2020		
344.8639089653091	+13.7026750116057	344.86393245699	0.0874	+13.70266940612	0.0623	2815915936627717376	0.2426	0.1020	5.301	0.150	-1.302	0.111	0	4.6995e+03	4.2968e+00	16.5082	0.0010	2.4993e+03	1.3794e+01	16.8568	0.0060	3.2462e+03	1.3002e+01	15.9835	0.0043	0.8734			5735.00	1.4775	0.7180		
344.9380112592942	+13.8109759844263	344.93801368242	0.0769	+13.81097229023	0.0582	2815918449183355520	-0.1402	0.0852	0.547	0.155	-0.858	0.107	0	4.6473e+03	3.7798e+00	16.5204	0.0009	1.9048e+03	1.1214e+01	17.1517	0.0064	3.9143e+03	1.0770e+01	15.7803	0.0030	1.3715			4839.00				
345.1444523494075	+13.7972605791331	345.14448058286	0.0802	+13.79726592290	0.0541	2815921850797458304	0.2677	0.0843	6.368	0.162	1.241	0.103	0	4.2597e+03	3.6268e+00	16.6149	0.0009	2.2307e+03	1.0297e+01	16.9803	0.0050	2.9490e+03	9.7936e+00	16.0877	0.0036	0.8926			5601.00	0.6890	0.3883		
345.0826339865324	+13.8783301153593	345.08261794508	0.1014	+13.87833182158	0.0750	2815923323971538560	0.6258	0.1202	-3.617	0.230	0.396	0.130	0	3.7489e+03	4.2787e+00	16.7536	0.0012	1.8276e+03	9.0418e+00	17.1967	0.0054	2.7580e+03	8.8747e+00	16.1604	0.0035	1.0362			5099.89	0.1203	0.0587		
345.1610104930999	+13.8842762038745	345.16100262673	0.0724	+13.88425602672	0.0527	2815923530129972608	0.1705	0.0816	-1.774	0.132	-4.686	0.099	0	4.1346e+03	3.1565e+00	16.6473	0.0008	2.2562e+03	1.2661e+01	16.9679	0.0061	2.7495e+03	7.7173e+00	16.1638	0.0030	0.8041			5817.75				
345.0037945451290	+13.9409960612402	345.00379670507	0.0821	+13.94097356882	0.0703	2815927653298621568	1.4106	0.0966	0.487	0.160	-5.224	0.134	0	3.7317e+03	4.8292e+00	16.7586	0.0014	1.4209e+03	1.4729e+01	17.4700	0.0113	3.4146e+03	1.2486e+01	15.9286	0.0040	1.5414			4314.65	0.2270	0.1240	0.58	0.103
345.0652089552307	+13.9598260719978	345.06521961389	0.0703	+13.95978858740	0.0597	2815927932471142144	0.5657	0.0844	2.402	0.137	-8.706	0.108	0	4.1389e+03	4.0694e+00	16.6461	0.0011	2.0124e+03	9.6080e+00	17.0921	0.0052	3.0858e+03	1.3809e+01	16.0385	0.0049	1.0536			5395.40	0.2600	0.1270		
