_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
345.2762779492887	+13.8026704142132	345.27627157466	0.0361	+13.80264260977	0.0236	2815170815636467456	0.7068	0.0358	-1.438	0.079	-6.458	0.045	0	3.3408e+04	1.0490e+01	14.3787	0.0003	1.6424e+04	2.6624e+01	14.8127	0.0018	2.4399e+04	2.6055e+01	13.7935	0.0012	1.0192			5163.10			2.10	2.826
344.8641094433510	+13.7066364657479	344.86412424372	0.0316	+13.70663310040	0.0232	2815915975282168832	0.0462	0.0367	3.340	0.054	-0.782	0.041	0	5.0888e+04	2.3990e+01	13.9218	0.0005	1.8305e+04	3.9055e+01	14.6950	0.0023	4.7267e+04	1.4820e+02	13.0755	0.0034	1.6195			4329.33				
345.1276521473945	+13.6192160469341	345.12769106774	0.0247	+13.61917498456	0.0178	2815161675946054912	1.9656	0.0279	8.785	0.052	-9.537	0.036	0	5.6850e+04	1.5608e+01	13.8015	0.0003	2.8182e+04	2.9856e+01	14.2265	0.0012	4.1469e+04	3.7673e+01	13.2176	0.0010	1.0089			5339.75			0.91	0.605
345.0672125899565	+13.6283872253309	345.06724214770	0.0393	+13.62839088117	0.0249	2815161882104453888	0.9020	0.0410	6.672	0.069	0.849	0.047	0	3.3664e+04	1.2069e+01	14.3704	0.0004	1.8485e+04	2.7244e+01	14.6844	0.0016	2.2410e+04	2.7574e+01	13.8858	0.0013	0.7985			5832.00	0.3053	0.1480	1.25	1.629
