region,index,source_id,ra_2026p10_deg,dec_2026p10_deg,ra_2026p10_hms,dec_2026p10_dms,ra_gaia2016_deg,dec_gaia2016_deg,pmra_masyr,pmdec_masyr,Gmag,BPmag,RPmag
R3_NW,1,2542228392755608960,5.3848406441,-0.5271514727,00:21:32.4,-00:31:37.7,5.3848444576,-0.5271368420,-1.27716,-4.90014,13.1455,13.2194,13.0149
R3_NW,2,2542270930111702656,5.3490744994,-0.2355421934,00:21:23.8,-00:14:08.0,5.3490978682,-0.2355135875,-7.82664,-9.58071,13.2207,13.5267,12.7457
R3_NW,3,2542235986257762560,5.1309047384,-0.5632651371,00:20:31.4,-00:33:47.8,5.1308793271,-0.5632572195,8.51037,-2.65177,13.2474,13.7367,12.6003
R3_NW,4,2542264470480893312,5.4471234212,-0.4297097992,00:21:47.3,-00:25:47.0,5.4471245964,-0.4296886085,-0.39360,-7.09720,13.3123,13.6434,12.8138
R3_NW,5,2542272545019443712,5.4172658985,-0.2070479628,00:21:40.1,-00:12:25.4,5.4172042314,-0.2070356613,20.65348,-4.12000,13.3170,13.8006,12.6792
R3_NW,6,2542222139283229056,5.4416344421,-0.6497154518,00:21:46.0,-00:38:59.0,5.4416541857,-0.6497136771,-6.61213,-0.59439,13.4370,13.7065,13.0099
R3_NW,7,2542222517240350592,5.4592585568,-0.6133485406,00:21:50.2,-00:36:48.1,5.4591740663,-0.6132587024,28.29603,-30.08872,13.6046,14.1205,12.9362
R3_NW,8,2542236639092790272,5.1212409859,-0.5262536986,00:20:29.1,-00:31:34.5,5.1212403009,-0.5262197505,0.22940,-11.36993,13.6106,14.2311,12.8604
R3_NW,9,2545246723972523008,5.1039406065,-0.3894524372,00:20:24.9,-00:23:22.0,5.1039593109,-0.3894458284,-6.26437,-2.21341,13.6676,13.9902,13.1785
R3_NW,10,2542221761326107136,5.4296362906,-0.6639629744,00:21:43.1,-00:39:50.3,5.4295980620,-0.6639342093,12.80269,-9.63402,13.8008,14.1128,13.3213
R3_NW,11,2542241758693831040,5.3324401941,-0.4275874885,00:21:19.8,-00:25:39.3,5.3325146808,-0.4276397583,-24.94646,17.50627,13.8317,15.1477,12.7000
R3_NW,12,2542228633273776896,5.3953652039,-0.4935488477,00:21:34.9,-00:29:36.8,5.3952596494,-0.4935742689,35.35111,8.51410,13.8744,14.5102,13.0910
R3_NW,13,2542242789485956736,5.1654983635,-0.4722946569,00:20:39.7,-00:28:20.3,5.1654862896,-0.4722780151,4.04364,-5.57369,13.9113,14.2528,13.3920
R3_NW,14,2542219390504135552,5.2085854551,-0.6892532958,00:20:50.1,-00:41:21.3,5.2086341992,-0.6891825457,-16.32424,-23.69571,13.9777,14.3254,13.4656
R3_NW,15,2542247977806519040,5.5726913980,-0.5392932035,00:22:17.4,-00:32:21.5,5.5726204172,-0.5392439811,23.77192,-16.48559,14.1212,14.4507,13.6230
R3_NW,16,2542266944382093312,5.5029528886,-0.3279911382,00:22:00.7,-00:19:40.8,5.5030118387,-0.3279250823,-19.74330,-22.12352,14.1227,14.5243,13.5573
R3_NW,17,2542237429366770048,5.0498458525,-0.4903958045,00:20:12.0,-00:29:25.4,5.0497996696,-0.4903031044,15.46704,-31.04724,14.1475,14.8779,13.3200
R3_NW,18,2542231897448898816,5.1672298083,-0.6163130562,00:20:40.1,-00:36:58.7,5.1670877077,-0.6162873015,47.58973,-8.62578,14.3025,14.6498,13.7912
R3_NW,19,2542272132702919296,5.4160234891,-0.2404159278,00:21:39.8,-00:14:25.5,5.4160392357,-0.2403902963,-5.27382,-8.58451,14.4641,14.7802,13.9807
R3_NW,20,2542225575257064576,5.4222027278,-0.5984583433,00:21:41.3,-00:35:54.5,5.4221804902,-0.5984387305,7.44744,-6.56873,14.6493,14.9807,14.1427
