region,index,source_id,ra_2026p10_deg,dec_2026p10_deg,ra_2026p10_hms,dec_2026p10_dms,ra_gaia2016_deg,dec_gaia2016_deg,pmra_masyr,pmdec_masyr,Gmag,BPmag,RPmag
R2_SE,1,2542178502415585280,5.9772884383,-0.7764174172,00:23:54.5,-00:46:35.1,5.9772351726,-0.7763884101,17.83818,-9.71511,13.0050,13.3231,12.5229
R2_SE,2,2542181766590727296,5.9140456069,-0.7304837424,00:23:39.4,-00:43:49.7,5.9140832224,-0.7304635806,-12.59719,-6.75261,13.1517,13.4652,12.6744
R2_SE,3,2542143038868733056,5.6430757603,-1.0896409337,00:22:34.3,-01:05:22.7,5.6429845595,-1.0895139833,30.53953,-42.51835,13.1767,13.7075,12.4930
R2_SE,4,2541958600089647488,5.9784238284,-1.0767676836,00:23:54.8,-01:04:36.4,5.9783676888,-1.0767482767,18.79903,-6.49979,13.2656,13.5360,12.8356
R2_SE,5,2542176440831285120,5.9766749298,-0.8802685704,00:23:54.4,-00:52:49.0,5.9766430346,-0.8802723056,10.68114,1.25098,13.2966,13.6236,12.8031
R2_SE,6,2541949529118713984,5.8157462368,-1.2385968303,00:23:15.8,-01:14:18.9,5.8156803005,-1.2386525432,22.07831,18.65941,13.6059,14.0038,13.0447
R2_SE,7,2541952999452285184,5.7478368972,-1.1972981896,00:22:59.5,-01:11:50.3,5.7478232269,-1.1973053710,4.57750,2.40520,13.6134,13.8790,13.1889
R2_SE,8,2541960111918151040,6.0050997762,-1.0555938065,00:24:01.2,-01:03:20.1,6.0050699302,-1.0555622818,9.99436,-10.55828,13.6992,14.0222,13.2107
R2_SE,9,2541965231519172224,5.9852486974,-0.9172350608,00:23:56.5,-00:55:02.0,5.9852573272,-0.9171333605,-2.88994,-34.06155,13.7483,14.0942,13.2390
R2_SE,10,2541961589386884992,5.9256371075,-1.0557304480,00:23:42.2,-01:03:20.6,5.9256253732,-1.0556502375,3.92940,-26.86417,13.7536,14.0830,13.2538
R2_SE,11,2541953171250976512,5.7520788171,-1.1781604763,00:23:00.5,-01:10:41.4,5.7520520497,-1.1781602315,8.96307,-0.08200,13.8298,14.2536,13.2380
R2_SE,12,2542154244440263936,5.8500048977,-0.8599742822,00:23:24.0,-00:51:35.9,5.8500204672,-0.8599715397,-5.21398,-0.91851,13.9375,14.2121,13.4955
R2_SE,13,2541948532686309120,5.8715716931,-1.2579490846,00:23:29.2,-01:15:28.6,5.8715716412,-1.2579045316,0.01739,-14.92171,13.9828,14.2850,13.5191
R2_SE,14,2542170526659425280,5.7757304157,-0.7566932521,00:23:06.2,-00:45:24.1,5.7757086975,-0.7566713168,7.27323,-7.34662,14.0256,14.4566,13.4343
R2_SE,15,2542145517066684416,5.7028708628,-0.9982711038,00:22:48.7,-00:59:53.8,5.7028206003,-0.9981675156,16.83141,-34.69387,14.0692,14.4524,13.4945
R2_SE,16,2541983201662366080,6.1290555788,-1.0149809189,00:24:31.0,-01:00:53.9,6.1290455879,-1.0150115466,3.34564,10.25784,14.1212,14.4653,13.6093
R2_SE,17,2542153488526020736,5.8603113382,-0.9075752309,00:23:26.5,-00:54:27.3,5.8603073247,-0.9075878536,1.34405,4.22764,14.1460,14.6461,13.4907
R2_SE,18,2542151839258579200,5.8244976359,-0.9375663992,00:23:17.9,-00:56:15.2,5.8244589118,-0.9374863451,12.96781,-26.81181,14.2463,14.8171,13.5342
R2_SE,19,2541965197159460736,5.9848942998,-0.9246494218,00:23:56.4,-00:55:28.7,5.9848605394,-0.9246388403,11.30562,-3.54396,14.2541,14.6665,13.6803
R2_SE,20,2541987599709180928,6.0466368026,-0.9368163228,00:24:11.2,-00:56:12.5,6.0466106444,-0.9368094604,8.75976,-2.29834,14.2570,14.5883,13.5087
