region,index,source_id,ra_2026p10_deg,dec_2026p10_deg,ra_2026p10_hms,dec_2026p10_dms,ra_gaia2016_deg,dec_gaia2016_deg,pmra_masyr,pmdec_masyr,Gmag,BPmag,RPmag
R4_NE,1,2560378958906918912,25.1839715411,2.9773770001,01:40:44.2,+02:58:38.6,25.1839647230,2.9773873284,2.28045,-3.45917,13.0766,13.4265,12.5611
R4_NE,2,2560356762515984256,25.5421555202,3.0730467502,01:42:10.1,+03:04:23.0,25.5421189887,3.0730825122,12.21758,-11.97744,13.1456,13.4878,12.6394
R4_NE,3,2560410191909313152,25.3214714816,3.2200116520,01:41:17.2,+03:13:12.0,25.3214757976,3.2200320778,-1.44325,-6.84104,13.1815,13.7390,12.4611
R4_NE,4,2560412253493442816,25.4445282418,3.2246273097,01:41:46.7,+03:13:28.7,25.4445676268,3.2246098317,-13.16997,5.85375,13.2019,13.9728,12.3437
R4_NE,5,2560382807197613824,25.1837711315,3.0498755926,01:40:44.1,+03:02:59.6,25.1837776175,3.0499977827,-2.16920,-40.92405,13.2203,13.6592,12.6194
R4_NE,6,2560330958352447232,25.2534678693,2.9279982931,01:41:00.8,+02:55:40.8,25.2533804931,2.9280448196,29.22595,-15.58268,13.3023,13.9342,12.5418
R4_NE,7,2560352948585000320,25.5147776872,3.0010446181,01:42:03.5,+03:00:03.8,25.5148814765,3.0011546855,-34.71354,-36.86387,13.3792,13.8719,12.7268
R4_NE,8,2560358239984736000,25.6464780735,3.0164880667,01:42:35.2,+03:00:59.4,25.6463778529,3.0165042253,33.51947,-5.41187,13.3850,13.8040,12.7826
R4_NE,9,2560416067424373248,25.4236201974,3.2944010838,01:41:41.7,+03:17:39.8,25.4235846253,3.2943888100,11.89418,4.11076,13.4800,13.8779,12.7432
R4_NE,10,2560412665810275968,25.4635221711,3.2362511251,01:41:51.2,+03:14:10.5,25.4635040973,3.2362804915,6.04362,-9.83545,13.5026,14.1827,12.7094
R4_NE,11,2560414246358265600,25.5474577335,3.2831799995,01:42:11.4,+03:16:59.4,25.5474195677,3.2832070805,12.76155,-9.06998,13.5733,13.9393,13.0367
R4_NE,12,2560329480883699072,25.3163276208,2.8605091507,01:41:15.9,+02:51:37.8,25.3163032314,2.8605105014,8.15835,-0.45236,13.6326,13.9385,13.1655
R4_NE,13,2560378099913460224,25.1896076201,2.9539620171,01:40:45.5,+02:57:14.3,25.1897552207,2.9540596169,-49.36887,-32.68821,13.7660,14.4530,12.8438
R4_NE,14,2560412528371322240,25.5087483063,3.2349040174,01:42:02.1,+03:14:05.7,25.5087988419,3.2349707347,-16.89846,-22.34503,13.8099,14.1874,13.2612
R4_NE,15,2560402323529033984,25.2872568434,3.0310066590,01:41:08.9,+03:01:51.6,25.2872411100,3.0309945433,5.26205,4.05782,13.8478,14.3153,13.2202
R4_NE,16,2560354082456367104,25.4107241572,2.9765722180,01:41:38.6,+02:58:35.7,25.4107225505,2.9766314632,0.53739,-19.84246,13.8546,14.5454,13.0543
R4_NE,17,2560383116435258368,25.1763454937,3.0645327503,01:40:42.3,+03:03:52.3,25.1762001324,3.0645765244,48.61494,-14.66083,13.8663,14.5308,13.0827
R4_NE,18,2560354322974535552,25.4564659197,2.9830183954,01:41:49.6,+02:58:58.9,25.4564323948,2.9830108364,11.21295,2.53167,13.8863,14.1649,13.4523
R4_NE,19,2560353292182411392,25.5560924150,3.0127264077,01:42:13.5,+03:00:45.8,25.5561023462,3.0127456201,-3.32157,-6.43465,13.9859,14.2667,13.5440
R4_NE,20,2560408508281908224,25.2172813112,3.2018518882,01:40:52.1,+03:12:06.7,25.2172937349,3.2018614292,-4.15445,-3.19548,14.0256,14.2851,13.6071
