region,index,source_id,ra_2026p10_deg,dec_2026p10_deg,ra_2026p10_hms,dec_2026p10_dms,ra_gaia2016_deg,dec_gaia2016_deg,pmra_masyr,pmdec_masyr,Gmag,BPmag,RPmag
CFG03,1,2542178502415585280,5.9772884383,-0.7764174172,00:23:54.55,-00:46:35.10,5.9772351726,-0.7763884101,17.83818,-9.71511,13.0050,13.3231,12.5229
CFG03,2,2542181766590727296,5.9140456069,-0.7304837424,00:23:39.37,-00:43:49.74,5.9140832224,-0.7304635806,-12.59719,-6.75261,13.1517,13.4652,12.6744
CFG03,3,2541989764372394112,6.1727047232,-0.8437823286,00:24:41.45,-00:50:37.62,6.1726527421,-0.8438081351,17.40766,8.64313,13.2624,13.7200,12.6419
CFG03,4,2542176440831285120,5.9766749298,-0.8802685704,00:23:54.40,-00:52:48.97,5.9766430346,-0.8802723056,10.68114,1.25098,13.2966,13.6236,12.8031
CFG03,5,2542198224905401600,5.8600555434,-0.5554072656,00:23:26.41,-00:33:19.47,5.8600686343,-0.5553967215,-4.38421,-3.53145,13.5404,14.2589,12.6863
CFG03,6,2542199118258564096,5.7841254030,-0.6032281563,00:23:08.19,-00:36:11.62,5.7841253263,-0.6031983005,0.02569,-9.99933,13.5524,13.8878,13.0586
CFG03,7,2541990554646384512,6.1869216738,-0.7966038890,00:24:44.86,-00:47:47.77,6.1869048006,-0.7965446720,5.65064,-19.83301,13.5644,14.0474,12.9257
CFG03,8,2542205062493355776,6.0701136258,-0.5016761734,00:24:16.83,-00:30:06.03,6.0700647336,-0.5016246895,16.37437,-17.24306,13.6136,13.9832,13.0720
CFG03,9,2542202897829821440,5.9752668535,-0.5790885321,00:23:54.06,-00:34:44.72,5.9752565560,-0.5790585965,3.44868,-10.02607,13.6808,14.1157,13.0835
CFG03,10,2541965231519172224,5.9852486974,-0.9172350608,00:23:56.46,-00:55:02.05,5.9852573272,-0.9171333605,-2.88994,-34.06155,13.7483,14.0942,13.2390
CFG03,11,2542171011992581760,5.6565323918,-0.7683331803,00:22:37.57,-00:46:06.00,5.6565767634,-0.7682117627,-14.85965,-40.66531,13.7822,14.8823,12.7404
CFG03,12,2541997735831700608,6.1996210613,-0.7190832989,00:24:47.91,-00:43:08.70,6.1996520166,-0.7190292374,-10.36675,-18.10632,13.8885,14.2215,13.3876
CFG03,13,2542154244440263936,5.8500048977,-0.8599742822,00:23:24.00,-00:51:35.91,5.8500204672,-0.8599715397,-5.21398,-0.91851,13.9375,14.2121,13.4955
CFG03,14,2542201557800021888,5.8205299693,-0.5138195347,00:23:16.93,-00:30:49.75,5.8205650745,-0.5137772416,-11.75702,-14.16486,13.9951,14.3653,13.4529
CFG03,15,2542170526659425280,5.7757304157,-0.7566932521,00:23:06.18,-00:45:24.10,5.7757086975,-0.7566713168,7.27323,-7.34662,14.0256,14.4566,13.4343
CFG03,16,2542203928621983360,5.9318646666,-0.5565874507,00:23:43.65,-00:33:23.71,5.9318592810,-0.5565578692,1.80366,-9.90747,14.1389,14.4981,13.6153
CFG03,17,2542153488526020736,5.8603113382,-0.9075752309,00:23:26.47,-00:54:27.27,5.8603073247,-0.9075878536,1.34405,4.22764,14.1460,14.6461,13.4907
CFG03,18,2541989798732106240,6.1319065931,-0.8661833087,00:24:31.66,-00:51:58.26,6.1319000134,-0.8661567770,2.20344,-8.88605,14.1707,14.4571,13.7197
CFG03,19,2542176062874118656,5.6556337457,-0.6285561938,00:22:37.35,-00:37:42.80,5.6556207633,-0.6285353048,4.34782,-6.99615,14.2282,14.6053,13.6804
CFG03,20,2542151839258579200,5.8244976359,-0.9375663992,00:23:17.88,-00:56:15.24,5.8244589118,-0.9374863451,12.96781,-26.81181,14.2463,14.8171,13.5342
