region,index,source_id,ra_2026p10_deg,dec_2026p10_deg,ra_2026p10_hms,dec_2026p10_dms,ra_gaia2016_deg,dec_gaia2016_deg,pmra_masyr,pmdec_masyr,Gmag,BPmag,RPmag
CFG02,1,2542228392755608960,5.3848406441,-0.5271514727,00:21:32.36,-00:31:37.75,5.3848444576,-0.5271368420,-1.27716,-4.90014,13.1455,13.2194,13.0149
CFG02,2,2542264470480893312,5.4471234212,-0.4297097992,00:21:47.31,-00:25:46.96,5.4471245964,-0.4296886085,-0.39360,-7.09720,13.3123,13.6434,12.8138
CFG02,3,2542222139283229056,5.4416344421,-0.6497154518,00:21:45.99,-00:38:58.98,5.4416541857,-0.6497136771,-6.61213,-0.59439,13.4370,13.7065,13.0099
CFG02,4,2542172214583385856,5.5720771656,-0.7770131572,00:22:17.30,-00:46:37.25,5.5719612530,-0.7770252804,38.81800,4.06030,13.5349,13.9017,13.0004
CFG02,5,2542198224905401600,5.8600555434,-0.5554072656,00:23:26.41,-00:33:19.47,5.8600686343,-0.5553967215,-4.38421,-3.53145,13.5404,14.2589,12.6863
CFG02,6,2542199118258564096,5.7841254030,-0.6032281563,00:23:08.19,-00:36:11.62,5.7841253263,-0.6031983005,0.02569,-9.99933,13.5524,13.8878,13.0586
CFG02,7,2542222517240350592,5.4592585568,-0.6133485406,00:21:50.22,-00:36:48.05,5.4591740663,-0.6132587024,28.29603,-30.08872,13.6046,14.1205,12.9362
CFG02,8,2542171011992581760,5.6565323918,-0.7683331803,00:22:37.57,-00:46:06.00,5.6565767634,-0.7682117627,-14.85965,-40.66531,13.7822,14.8823,12.7404
CFG02,9,2542257564173555968,5.7896170528,-0.3317635086,00:23:09.51,-00:19:54.35,5.7896157199,-0.3317233059,0.44639,-13.46474,13.7924,14.1115,13.3091
CFG02,10,2542221761326107136,5.4296362906,-0.6639629744,00:21:43.11,-00:39:50.27,5.4295980620,-0.6639342093,12.80269,-9.63402,13.8008,14.1128,13.3213
CFG02,11,2542241758693831040,5.3324401941,-0.4275874885,00:21:19.79,-00:25:39.31,5.3325146808,-0.4276397583,-24.94646,17.50627,13.8317,15.1477,12.7000
CFG02,12,2542228633273776896,5.3953652039,-0.4935488477,00:21:34.89,-00:29:36.78,5.3952596494,-0.4935742689,35.35111,8.51410,13.8744,14.5102,13.0910
CFG02,13,2542201557800021888,5.8205299693,-0.5138195347,00:23:16.93,-00:30:49.75,5.8205650745,-0.5137772416,-11.75702,-14.16486,13.9951,14.3653,13.4529
CFG02,14,2542247977806519040,5.5726913980,-0.5392932035,00:22:17.45,-00:32:21.46,5.5726204172,-0.5392439811,23.77192,-16.48559,14.1212,14.4507,13.6230
CFG02,15,2542266944382093312,5.5029528886,-0.3279911382,00:22:00.71,-00:19:40.77,5.5030118387,-0.3279250823,-19.74330,-22.12352,14.1227,14.5243,13.5573
CFG02,16,2542176062874118656,5.6556337457,-0.6285561938,00:22:37.35,-00:37:42.80,5.6556207633,-0.6285353048,4.34782,-6.99615,14.2282,14.6053,13.6804
CFG02,17,2542171660532765184,5.7463306567,-0.7100008116,00:22:59.12,-00:42:36.00,5.7461031952,-0.7099312322,76.17579,-23.30359,14.4000,15.8879,13.2055
CFG02,18,2542262271457711232,5.7870156750,-0.2776748730,00:23:08.88,-00:16:39.63,5.7870000980,-0.2775673728,5.21700,-36.00406,14.4098,14.6655,13.9845
CFG02,19,2542256292863238272,5.8622447550,-0.3871035257,00:23:26.94,-00:23:13.57,5.8621719763,-0.3870209702,24.37457,-27.64959,14.4173,14.8332,13.8291
CFG02,20,2542256773899560832,5.7429441449,-0.3849642568,00:22:58.31,-00:23:05.87,5.7429501983,-0.3849757350,-2.02735,3.84428,14.4909,14.8757,13.7998
