region,index,source_id,ra_2026p10_deg,dec_2026p10_deg,ra_2026p10_hms,dec_2026p10_dms,ra_gaia2016_deg,dec_gaia2016_deg,pmra_masyr,pmdec_masyr,Gmag,BPmag,RPmag
CFG08,1,2512259244834256000,25.4857304737,2.4530669485,01:41:56.58,+02:27:11.04,25.4857216048,2.4530866307,2.96767,-6.59200,13.2227,13.4846,12.8036
CFG08,2,2560298419680248192,25.2939217147,2.5143574318,01:41:10.54,+02:30:51.69,25.2938808378,2.5143976580,13.67736,-13.47259,13.2425,13.7245,12.5985
CFG08,3,2560305703944755840,25.4919350515,2.6083559930,01:41:58.06,+02:36:30.08,25.4919398221,2.6083797396,-1.59611,-7.95323,13.2601,13.5630,12.7913
CFG08,4,2560322746374954496,25.1337402468,2.8219073899,01:40:32.10,+02:49:18.87,25.1337135072,2.8219163990,8.94479,-3.01733,13.4280,13.9010,12.7904
CFG08,5,2558796589876086528,25.2149850075,2.4512728215,01:40:51.60,+02:27:04.58,25.2149941667,2.4512808115,-3.06479,-2.67600,13.4304,13.7453,12.9480
CFG08,6,2560314637476704896,25.1879984791,2.5998258606,01:40:45.12,+02:35:59.37,25.1878934169,2.5998434802,35.15133,-5.90118,13.5516,14.0104,12.9210
CFG08,7,2560329480883699072,25.3163276208,2.8605091507,01:41:15.92,+02:51:37.83,25.3163032314,2.8605105014,8.15835,-0.45236,13.6326,13.9385,13.1655
CFG08,8,2560297045290690688,25.3527795454,2.4539012651,01:41:24.67,+02:27:14.04,25.3527760661,2.4539193448,1.16420,-6.05528,13.7440,14.0547,13.2695
CFG08,9,2560305463426588160,25.4690172570,2.5660870256,01:41:52.56,+02:33:57.91,25.4690306829,2.5660928905,-4.49212,-1.96425,13.8449,14.1841,13.3402
CFG08,10,2560304260835744640,25.2934626849,2.6120792024,01:41:10.43,+02:36:43.49,25.2934987298,2.6121213018,-12.05963,-14.09998,13.8734,14.2301,13.3582
CFG08,11,2560308040406989440,25.6262959675,2.6812864120,01:42:30.31,+02:40:52.63,25.6262476700,2.6811974183,16.15814,29.80584,13.9037,14.6974,12.9981
CFG08,12,2558800678684938368,25.1694227186,2.4942589642,01:40:40.66,+02:29:39.33,25.1694122055,2.4943032216,3.51773,-14.82271,13.9209,14.2990,13.3817
CFG08,13,2560316114945452800,25.1227766493,2.6671580866,01:40:29.47,+02:40:01.77,25.1227933875,2.6671996731,-5.59990,-13.92818,13.9259,14.9845,12.8867
CFG08,14,2560298385320486400,25.2797213773,2.4921543100,01:41:07.13,+02:29:31.76,25.2795964310,2.4922097685,41.80755,-18.57421,13.9619,14.4291,13.3334
CFG08,15,2560316836499985280,25.2698541520,2.6718223235,01:41:04.76,+02:40:18.56,25.2698524432,2.6718542055,0.57170,-10.67795,14.0139,14.4198,13.4426
CFG08,16,2560323193051580928,25.3130853069,2.7356672668,01:41:15.14,+02:44:08.40,25.3130499497,2.7357596776,11.82838,-30.95029,14.0293,14.5353,13.3734
CFG08,17,2558812842032319488,25.1161762602,2.5512564267,01:40:27.88,+02:33:04.52,25.1161394409,2.5512773631,12.31933,-7.01204,14.0662,14.5779,13.3985
CFG08,18,2560350337244887552,25.4349199288,2.8913738475,01:41:44.38,+02:53:28.95,25.4349010392,2.8914200321,6.31848,-15.46822,14.1148,14.4439,13.6179
CFG08,19,2512260653583528960,25.4700776867,2.4925902984,01:41:52.82,+02:29:33.33,25.4700822688,2.4926253828,-1.53317,-11.75052,14.1470,14.5177,13.6099
CFG08,20,2512257526847337856,25.4530184535,2.4084626901,01:41:48.72,+02:24:30.47,25.4530116106,2.4084973434,2.28981,-11.60609,14.1684,14.5682,13.3746
