region,index,source_id,ra_2026p10_deg,dec_2026p10_deg,ra_2026p10_hms,dec_2026p10_dms,ra_gaia2016_deg,dec_gaia2016_deg,pmra_masyr,pmdec_masyr,Gmag,BPmag,RPmag
CFG07,1,2560378958906918912,25.1839715411,2.9773770001,01:40:44.15,+02:58:38.56,25.1839647230,2.9773873284,2.28045,-3.45917,13.0766,13.4265,12.5611
CFG07,2,2560396997769556864,25.0454648928,3.1454242850,01:40:10.91,+03:08:43.53,25.0454623125,3.1454183153,0.86291,1.99937,13.1769,13.5259,12.6622
CFG07,3,2560400051490796032,24.9500377958,3.1646674183,01:39:48.01,+03:09:52.80,24.9500159573,3.1647145807,7.30303,-15.79568,13.2182,13.5574,12.7066
CFG07,4,2560382807197613824,25.1837711315,3.0498755926,01:40:44.11,+03:02:59.55,25.1837776175,3.0499977827,-2.16920,-40.92405,13.2203,13.6592,12.6194
CFG07,5,2560330958352447232,25.2534678693,2.9279982931,01:41:00.83,+02:55:40.79,25.2533804931,2.9280448196,29.22595,-15.58268,13.3023,13.9342,12.5418
CFG07,6,2560322746374954496,25.1337402468,2.8219073899,01:40:32.10,+02:49:18.87,25.1337135072,2.8219163990,8.94479,-3.01733,13.4280,13.9010,12.7904
CFG07,7,2560380505095146752,25.0938975791,2.9522039484,01:40:22.54,+02:57:07.93,25.0939120184,2.9522220992,-4.82962,-6.07908,13.4442,13.7413,12.9856
CFG07,8,2560369368244736512,25.0434986921,2.8124456752,01:40:10.44,+02:48:44.80,25.0435278622,2.8124961781,-9.75788,-16.91446,13.4661,13.7628,13.0072
CFG07,9,2560397959842216704,24.8682305166,3.1111258175,01:39:28.38,+03:06:40.05,24.8682539747,3.1111625797,-7.84501,-12.31244,13.5116,13.7977,13.0598
CFG07,10,2560394489508642688,24.9398664381,3.0683160525,01:39:45.57,+03:04:05.94,24.9398678423,3.0683355223,-0.46962,-6.52085,13.6118,13.7731,13.3139
CFG07,11,2560329480883699072,25.3163276208,2.8605091507,01:41:15.92,+02:51:37.83,25.3163032314,2.8605105014,8.15835,-0.45236,13.6326,13.9385,13.1655
CFG07,12,2560394180270997120,24.9925298427,3.0730445647,01:39:58.21,+03:04:22.96,24.9925027151,3.0730656846,9.07253,-7.07348,13.6421,14.0334,13.0889
CFG07,13,2560395554660753792,25.0588018979,3.1008300475,01:40:14.11,+03:06:02.99,25.0587737195,3.1008550802,9.42371,-8.38398,13.6480,14.1755,12.9677
CFG07,14,2560396138776097792,25.1099409948,3.1403471657,01:40:26.39,+03:08:25.25,25.1099266281,3.1403645129,4.80451,-5.80994,13.7546,14.1356,13.2105
CFG07,15,2560378099913460224,25.1896076201,2.9539620171,01:40:45.51,+02:57:14.26,25.1897552207,2.9540596169,-49.36887,-32.68821,13.7660,14.4530,12.8438
CFG07,16,2560402323529033984,25.2872568434,3.0310066590,01:41:08.94,+03:01:51.62,25.2872411100,3.0309945433,5.26205,4.05782,13.8478,14.3153,13.2202
CFG07,17,2560383116435258368,25.1763454937,3.0645327503,01:40:42.32,+03:03:52.32,25.1762001324,3.0645765244,48.61494,-14.66083,13.8663,14.5308,13.0827
CFG07,18,2560316114945452800,25.1227766493,2.6671580866,01:40:29.47,+02:40:01.77,25.1227933875,2.6671996731,-5.59990,-13.92818,13.9259,14.9845,12.8867
CFG07,19,2560383322593690112,25.0873252397,3.0415606352,01:40:20.96,+03:02:29.62,25.0873173240,3.0415727225,2.64741,-4.04828,13.9293,14.2330,13.4715
CFG07,20,2560382085643108736,25.0401884138,3.0470680767,01:40:09.65,+03:02:49.45,25.0401665027,3.0470937109,7.32813,-8.58542,13.9586,14.2786,13.4728
